Year,Quarter,Ticker,keyword,category,finbert_negative,vader_negative,gpt_negative
2007,4Q,ALL,rate increases,Financial,0.12969100954028612,0.0565,0.08605873058823978
2007,4Q,ALL,reinsurance,Financial,0.015125409279107752,0.0138,0.08605873058823978
2007,4Q,ALL,wildfire,Climate,0.0061646634712815,0.0,0.08605873058823978
2007,4Q,CB,loss ratios,Financial,0.0118096573278307,0.17499999999999996,0.3546363612016042
2007,4Q,CB,market volatility,Risk,0.1358203738927841,0.108,0.3546363612016042
2007,4Q,CB,reinsurance,Financial,0.48385705225103137,0.08885714285714284,0.3546363612016042
2007,4Q,MCY,rate increases,Financial,0.00999839945143315,0.0,0.2396780550479889
2007,4Q,MCY,wildfire,Climate,0.3846125275376835,0.0905,0.2396780550479889
2007,4Q,TRV,capital markets,Financial,7.749808617063536e-08,0.124,0.3017923176288605
2007,4Q,TRV,catastrophe,Financial,0.5711539173633099,0.2182,0.3017923176288605
2007,4Q,TRV,loss ratios,Financial,0.002979617692064408,0.0935,0.3017923176288605
2007,4Q,TRV,reinsurance,Financial,0.0002695141222304112,0.0,0.3017923176288605
2008,1Q,AIG,capital adequacy,Financial,6.592753925360738e-05,0.0,0.1728844940662384
2008,1Q,AIG,capital markets,Financial,0.00269177592417685,0.0275,0.1728844940662384
2008,1Q,AIG,catastrophe,Financial,0.994317591190338,0.35699999999999993,0.1728844940662384
2008,1Q,AIG,market volatility,Risk,0.24916433001357083,0.0,0.1728844940662384
2008,1Q,AIG,rate increases,Financial,0.0024293032474815,0.0,0.1728844940662384
2008,1Q,AIG,stress testing,Risk,0.0016131283482536,0.38,0.1728844940662384
2008,1Q,ALL,capital markets,Financial,0.9725259840488434,0.071,0.24239461731027673
2008,1Q,ALL,catastrophe,Financial,0.3643410911505877,0.15066666666666664,0.24239461731027673
2008,1Q,ALL,hurricane,Climate,0.2241069376468658,0.15,0.24239461731027673
2008,1Q,ALL,rate increases,Financial,0.41526050884082605,0.021,0.24239461731027673
2008,1Q,ALL,reinsurance,Financial,0.1665564100785559,0.02875,0.24239461731027673
2008,1Q,CB,market volatility,Risk,0.9999576807022096,0.0,0.5406221236501422
2008,1Q,CB,reinsurance,Financial,0.22848256255110752,0.0218,0.5406221236501422
2008,1Q,MCY,rate increases,Financial,0.0029271289240568,0.0,0.0
2008,1Q,TRV,capital markets,Financial,0.0298478174954652,0.115,0.34082763303409924
2008,1Q,TRV,catastrophe,Financial,0.6666377039989063,0.06666666666666667,0.34082763303409924
2008,1Q,TRV,earthquake,Climate,5.061108095105738e-05,0.0,0.34082763303409924
2008,1Q,TRV,hurricane,Climate,0.0023204672615975,0.0,0.34082763303409924
2008,1Q,TRV,loss ratios,Financial,0.3599610030651092,0.121,0.34082763303409924
2008,1Q,TRV,reinsurance,Financial,0.4998129561423958,0.04649999999999999,0.34082763303409924
2008,2Q,ALL,capital markets,Financial,0.9963269829750059,0.0,0.18937989473342892
2008,2Q,ALL,catastrophe,Financial,0.21283966502296411,0.1978181818181818,0.18937989473342892
2008,2Q,ALL,rate increases,Financial,0.35539484024047846,0.03,0.18937989473342892
2008,2Q,ALL,reinsurance,Financial,0.0010277257044890324,0.052333333333333336,0.18937989473342892
2008,2Q,CB,catastrophe,Financial,0.9999839067459106,0.381,0.11934835463762283
2008,2Q,CB,flood,Climate,0.5544755085412602,0.09899999999999999,0.11934835463762283
2008,2Q,CB,reinsurance,Financial,0.19474931918719737,0.07349999999999998,0.11934835463762283
2008,2Q,MCY,rate increases,Financial,0.0059432717971503,0.0,0.0
2008,2Q,TRV,catastrophe,Financial,0.3328740890396204,0.06849999999999999,0.42520639475654154
2008,2Q,TRV,financial exposure,Risk,0.2264906167984009,0.0,0.42520639475654154
2008,2Q,TRV,flood,Climate,0.9999833106994627,0.115,0.42520639475654154
2008,2Q,TRV,reinsurance,Financial,0.03781122536656764,0.08466666666666665,0.42520639475654154
2008,3Q,AIG,capital markets,Financial,0.500142657547258,0.1315,0.24830501729791815
2008,3Q,AIG,catastrophe,Financial,0.6459334554922039,0.14266666666666666,0.24830501729791815
2008,3Q,AIG,market volatility,Risk,0.5000662718084641,0.030500000000000003,0.24830501729791815
2008,3Q,MCY,catastrophe,Financial,0.999991774559021,0.12,0.9573552757501602
2008,3Q,MCY,hurricane,Climate,0.9999752044677734,0.1985,0.9573552757501602
2008,3Q,TRV,catastrophe,Financial,0.4932966868948609,0.08449999999999995,0.16295204311609265
2008,3Q,TRV,hurricane,Climate,0.34378789568727364,0.08159999999999999,0.16295204311609268
2008,3Q,TRV,loss ratios,Financial,0.9993038177490234,0.157,0.16295204311609265
2008,3Q,TRV,rate increases,Financial,0.04587058162860553,0.0765,0.16295204311609265
2008,3Q,TRV,reinsurance,Financial,0.27839421568609796,0.08377777777777778,0.16295204311609268
2008,4Q,AIG,capital markets,Financial,0.19565198095976177,0.05366666666666663,0.3862544000148773
2008,4Q,AIG,market volatility,Risk,0.9998929500579834,0.0,0.3862544000148773
2008,4Q,ALL,catastrophe,Financial,0.5082271140813636,0.18779999999999997,0.1882557407502205
2008,4Q,ALL,earthquake,Climate,0.555140495300293,0.0,0.1882557407502205
2008,4Q,ALL,hurricane,Climate,0.9389761388301849,0.0555,0.1882557407502205
2008,4Q,ALL,rate increases,Financial,0.007476536964531951,0.0,0.1882557407502205
2008,4Q,ALL,reinsurance,Financial,0.4688521953803502,0.038,0.1882557407502205
2008,4Q,MCY,rate increases,Financial,0.9999988079071043,0.0,0.2993797421455383
2008,4Q,MCY,wildfire,Climate,0.9999992847442629,0.188,0.2993797421455383
2008,4Q,TRV,hurricane,Climate,1.3064892812053588e-07,0.05000000000000001,0.15868109464645386
2008,4Q,TRV,portfolio risk,Financial,0.0015174666186794,0.128,0.15868109464645386
2009,1Q,ALL,catastrophe,Financial,0.4105222827043917,0.21399999999999997,0.21674908259335687
2009,1Q,ALL,earthquake,Climate,0.9999947547912598,0.18,0.21674908259335687
2009,1Q,ALL,rate increases,Financial,0.3562373088983198,0.04099999999999997,0.21674908259335687
2009,1Q,CB,business interruption,Risk,0.00124866690021,0.1669999999999999,0.23567155748605728
2009,1Q,CB,capital markets,Financial,0.0272279921919107,0.17899999999999996,0.23567155748605728
2009,1Q,CB,catastrophe,Financial,0.9994888305664062,0.09200000000000001,0.23567155748605728
2009,1Q,CB,disaster recovery,Climate,0.0161945689469575,0.142,0.23567155748605728
2009,1Q,CB,market volatility,Risk,0.9413179159164428,0.0,0.23567155748605728
2009,1Q,CB,reinsurance,Financial,0.09216330055880255,0.012636363636363638,0.23567155748605728
2009,1Q,CB,underwriting losses,Financial,0.9974809288978576,0.09100000000000001,0.23567155748605728
2009,1Q,MCY,rate increases,Financial,0.2058105440810323,0.0,0.0
2009,1Q,TRV,hurricane,Climate,0.4925455646589398,0.0895,
2009,2Q,CB,catastrophe,Financial,0.1496373116970062,0.272,0.15685596636363439
2009,2Q,CB,loss ratios,Financial,0.5094237383455037,0.14099999999999996,0.15685596636363439
2009,2Q,CB,reinsurance,Financial,1.9179232278058377e-05,0.0385,0.15685596636363439
2009,2Q,MCY,rate increases,Financial,0.999811589717865,0.0,0.0
2009,3Q,CB,loss ratios,Financial,0.07923615397157845,0.17033333333333334,0.08106663666273418
2009,3Q,CB,rate increases,Financial,0.0052376799285411,0.0,0.08106663666273418
2009,3Q,CB,reinsurance,Financial,0.07306063065426824,0.01257142857142857,0.08106663666273418
2009,3Q,CB,underwriting losses,Financial,1.8371252963333973e-07,0.095,0.08106663666273418
2009,3Q,MCY,rate increases,Financial,3.943382398574613e-05,0.0,0.0
2009,3Q,TRV,catastrophe,Financial,0.00011221261724850939,0.19066666666666665,0.3926877048280504
2009,3Q,TRV,hurricane,Climate,0.25052975147126944,0.06549999999999995,0.3926877048280504
2009,3Q,TRV,loss ratios,Financial,9.25866152101662e-06,0.084,0.3926877048280504
2009,4Q,CB,loss ratios,Financial,2.9906727831985336e-06,0.085,0.23356566578149796
2009,4Q,CB,premium increases,Financial,2.0914374232461338e-08,0.204,0.23356566578149796
2009,4Q,CB,reinsurance,Financial,0.002029508072701287,0.04125,0.23356566578149796
2009,4Q,MCY,rate increases,Financial,0.0001266256367671244,0.0,0.24164557456970215
2009,4Q,MCY,wildfire,Climate,0.5028227441944181,0.0,0.24164557456970215
2009,4Q,TRV,catastrophe,Financial,0.4364171949134916,0.1798,0.1740464676510204
2009,4Q,TRV,hurricane,Climate,0.5417751856148244,0.038,0.1740464676510204
2009,4Q,TRV,loss ratios,Financial,1.6808797909106943e-08,0.06199999999999999,0.1740464676510204
2009,4Q,TRV,premium increases,Financial,2.4663015210535377e-05,0.0,0.1740464676510204
2009,4Q,TRV,rate increases,Financial,0.235309824347496,0.086,0.1740464676510204
2010,1Q,ALL,catastrophe,Financial,0.4409226728326246,0.2437,0.43821658359633553
2010,1Q,ALL,economic losses,Risk,0.9999436140060423,0.204,0.43821658359633553
2010,1Q,ALL,rate increases,Financial,0.0003517152326821521,0.069,0.43821658359633553
2010,1Q,ALL,reinsurance,Financial,0.23646230908343568,0.0,0.43821658359633553
2010,1Q,CB,catastrophe,Financial,0.15764001299991848,0.1277142857142857,0.19976645708084106
2010,1Q,CB,flood,Climate,0.4998539810476359,0.0,0.19976645708084106
2010,1Q,CB,reinsurance,Financial,0.0216439971205545,0.0156,0.19976645708084106
2010,1Q,TRV,catastrophe,Financial,0.18501211031365575,0.0992,
2010,1Q,TRV,earthquake,Climate,0.6662368756515207,0.030666666666666665,
2010,1Q,TRV,reinsurance,Financial,0.00040159593974445053,0.08933333333333333,
2010,2Q,ALL,catastrophe,Financial,0.30502024551675505,0.3111428571428571,0.21992036451896033
2010,2Q,ALL,earthquake,Climate,0.9668446183204652,0.0,0.21992036451896033
2010,2Q,ALL,hurricane,Climate,0.5002666616292117,0.11775000000000001,0.21992036451896033
2010,2Q,ALL,rate increases,Financial,7.361927956139879e-09,0.04,0.21992036451896033
2010,2Q,CB,capital markets,Financial,0.9999847412109376,0.0,0.16878109253369844
2010,2Q,CB,catastrophe,Financial,0.06247904190240657,0.1365,0.16878109253369844
2010,2Q,CB,loss ratios,Financial,0.001630166690418329,0.14825,0.16878109253369844
2010,2Q,CB,market volatility,Risk,0.0001643243595026,0.0,0.16878109253369844
2010,2Q,CB,rate increases,Financial,0.0013239086838439,0.0,0.16878109253369844
2010,2Q,CB,reinsurance,Financial,0.8097337186336517,0.1495,0.16878109253369844
2010,2Q,MCY,rate increases,Financial,0.07363359270857468,0.0,0.18698606491088868
2010,2Q,MCY,underwriting losses,Financial,0.9999864101409912,0.158,0.18698606491088868
2010,2Q,TRV,capital markets,Financial,0.0060224933549761,0.0,0.38260209560394287
2010,2Q,TRV,catastrophe,Financial,0.4568394795684207,0.21776923076923077,0.38260209560394287
2010,2Q,TRV,loss ratios,Financial,0.026576442644,0.154,0.38260209560394287
2010,2Q,TRV,premium increases,Financial,0.6507700729004379,0.08366666666666663,0.38260209560394287
2010,2Q,TRV,rate increases,Financial,0.7037078489859899,0.043333333333333335,0.38260209560394287
2010,2Q,TRV,reinsurance,Financial,0.0009251240002079001,0.025,0.38260209560394287
2010,3Q,AIG,catastrophe,Financial,4.61339186585974e-06,0.272,0.0
2010,3Q,ALL,catastrophe,Financial,0.4739658277709711,0.3171111111111111,0.2709911371532239
2010,3Q,ALL,rate increases,Financial,0.007266629457171772,0.0,0.2709911371532239
2010,3Q,TRV,catastrophe,Financial,0.4970815506658255,0.08675,0.20862555503845212
2010,3Q,TRV,hurricane,Climate,0.9996030926704409,0.089,0.20862555503845212
2010,3Q,TRV,rate increases,Financial,1.673033800386747e-08,0.087,0.20862555503845212
2010,3Q,TRV,reinsurance,Financial,0.013911565780290357,0.201,0.20862555503845212
2010,4Q,AIG,capital markets,Financial,6.303331501353227e-05,0.0,0.3765428198708428
2010,4Q,AIG,catastrophe,Financial,0.6162683058530092,0.196,0.3765428198708428
2010,4Q,AIG,loss ratios,Financial,0.0003962271439377,0.11599999999999991,0.3765428198708428
2010,4Q,ALL,catastrophe,Financial,0.335537983632464,0.21022222222222223,0.27200031631133137
2010,4Q,ALL,hurricane,Climate,0.9609335362911224,0.13399999999999995,0.27200031631133137
2010,4Q,ALL,rate increases,Financial,0.028140252985707513,0.0465,0.27200031631133137
2010,4Q,ALL,reinsurance,Financial,0.0010162810795009,0.091,0.27200031631133137
2010,4Q,ALL,wildfire,Climate,0.990321695804596,0.114,0.27200031631133137
2010,4Q,CB,catastrophe,Financial,0.5000061940263549,0.2075,0.2628098757643449
2010,4Q,CB,earthquake,Climate,0.3376760482788086,0.105,0.2628098757643449
2010,4Q,CB,flood,Climate,0.05896066967397925,0.065,0.2628098757643449
2010,4Q,CB,reinsurance,Financial,0.10584649829615375,0.050625,0.2628098757643449
2010,4Q,MCY,catastrophe,Financial,0.0818642377853393,0.2289999999999999,0.0
2010,4Q,MCY,hurricane,Climate,0.7819148898124695,0.0,0.0
2010,4Q,TRV,catastrophe,Financial,0.4154753785777567,0.17916666666666667,0.2888910546898842
2010,4Q,TRV,loss ratios,Financial,7.382664080068935e-07,0.071,0.2888910546898842
2010,4Q,TRV,rate increases,Financial,0.998940885066986,0.084,0.2888910546898842
2011,1Q,AIG,catastrophe,Financial,0.6668053568767695,0.2563333333333333,0.5694071531295777
2011,1Q,AIG,earthquake,Climate,0.9999080896377563,0.119,0.5694071531295777
2011,1Q,ALL,catastrophe,Financial,0.1693676012761342,0.21375,0.06022151439420639
2011,1Q,ALL,hurricane,Climate,0.37131694261915976,0.026600000000000002,0.06022151439420639
2011,1Q,ALL,rate increases,Financial,1.8388654154932738e-08,0.0,0.06022151439420639
2011,1Q,ALL,reinsurance,Financial,0.17141215316951272,0.0,0.06022151439420639
2011,1Q,CB,catastrophe,Financial,0.2842380367884679,0.21385714285714283,0.16701491994242515
2011,1Q,CB,earthquake,Climate,0.39660754380747676,0.11099999999999997,0.16701491994242515
2011,1Q,CB,flood,Climate,0.0011468337567445,0.046000000000000006,0.16701491994242515
2011,1Q,CB,rate increases,Financial,0.15900884610328272,0.017,0.16701491994242515
2011,1Q,CB,reinsurance,Financial,0.2565587588255368,0.042199999999999994,0.16701491994242515
2011,1Q,TRV,catastrophe,Financial,0.1995799227154386,0.24619999999999997,
2011,1Q,TRV,rate increases,Financial,2.21580531700738e-08,0.0,
2011,1Q,TRV,reinsurance,Financial,0.24456117169756905,0.0375,
2011,2Q,AIG,capital markets,Financial,0.6664823456012527,0.0983333333333333,0.5834464192390442
2011,2Q,AIG,catastrophe,Financial,1.0,0.24,0.5834464192390442
2011,2Q,AIG,market volatility,Risk,0.001044534263201,0.0,0.5834464192390442
2011,2Q,ALL,catastrophe,Financial,0.3143099232398786,0.19294117647058823,0.15307124455769858
2011,2Q,ALL,hurricane,Climate,0.0038222463335841005,0.0,0.15307124455769858
2011,2Q,ALL,rate increases,Financial,0.0002885849153958491,0.0,0.15307124455769858
2011,2Q,CB,catastrophe,Financial,0.17279367542980847,0.2325,0.17017621579377548
2011,2Q,CB,loss ratios,Financial,0.00019568570132830003,0.173,0.17017621579377548
2011,2Q,CB,reinsurance,Financial,0.0395213640294969,0.024999999999999998,0.17017621579377548
2011,2Q,MCY,catastrophe,Financial,0.9994019269943236,0.295,0.8889579176902771
2011,2Q,TRV,catastrophe,Financial,0.5590625818806276,0.13544444444444445,0.29411030262708665
2011,2Q,TRV,rate increases,Financial,0.5070439472183352,0.02,0.29411030262708665
2011,2Q,TRV,reinsurance,Financial,0.3000966299732681,0.04766666666666666,0.29411030262708665
2011,3Q,AIG,capital markets,Financial,0.9998881816864014,0.14,0.47965800099902683
2011,3Q,AIG,earthquake,Climate,6.347701031472755e-08,0.148,0.47965800099902683
2011,3Q,AIG,flood,Climate,0.6531537771224976,0.168,0.47965800099902683
2011,3Q,AIG,hurricane,Climate,0.9797074794769287,0.0465,0.47965800099902683
2011,3Q,AIG,market volatility,Risk,0.9999977350234983,0.0819999999999999,0.47965800099902683
2011,3Q,AIG,rate increases,Financial,0.002978181598689092,0.039,0.47965800099902683
2011,3Q,AIG,stress testing,Risk,0.0011658573057502,0.094,0.47965800099902683
2011,3Q,ALL,catastrophe,Financial,0.34898603892388563,0.18413333333333332,0.14622717102368674
2011,3Q,ALL,hurricane,Climate,0.49981365712460496,0.0305,0.14622717102368674
2011,3Q,ALL,loss ratios,Financial,2.046754525508732e-05,0.126,0.14622717102368674
2011,3Q,ALL,rate increases,Financial,0.45655120666650184,0.023250000000000003,0.14622717102368674
2011,3Q,ALL,reinsurance,Financial,8.485819489576928e-05,0.141,0.14622717102368674
2011,3Q,CB,catastrophe,Financial,0.14142958037137413,0.3334,0.2934777150551478
2011,3Q,CB,flood,Climate,0.47047236794605846,0.07499999999999996,0.2934777150551478
2011,3Q,CB,hurricane,Climate,0.9992050528526306,0.172,0.2934777150551478
2011,3Q,CB,loss ratios,Financial,0.5002179683069699,0.202,0.2934777150551478
2011,3Q,CB,market volatility,Risk,0.9999524354934692,0.051,0.2934777150551478
2011,3Q,CB,rate increases,Financial,0.0022446334163153396,0.04066666666666667,0.2934777150551478
2011,3Q,CB,reinsurance,Financial,0.11793841493940245,0.07722222222222222,0.2934777150551478
2011,3Q,MCY,hurricane,Climate,0.9999892711639404,0.119,0.24207937717437744
2011,3Q,MCY,rate increases,Financial,0.0593700669705867,0.078,0.24207937717437744
2011,3Q,TRV,catastrophe,Financial,0.3759023159461776,0.1545,0.13572885751724242
2011,3Q,TRV,hurricane,Climate,0.1843920598148543,0.09628571428571428,0.13572885751724242
2011,3Q,TRV,rate increases,Financial,0.00010812611989441863,0.0,0.13572885751724242
2011,3Q,TRV,reinsurance,Financial,0.00043202799861315,0.033,0.13572885751724242
2011,4Q,AIG,capital markets,Financial,5.0269505891265e-08,0.0,0.07469799885383019
2011,4Q,AIG,catastrophe,Financial,0.0005976947701241038,0.060333333333333336,0.07469799885383017
2011,4Q,AIG,market volatility,Risk,0.382216602563858,0.0,0.07469799885383019
2011,4Q,AIG,reinsurance,Financial,7.959515642141922e-05,0.0,0.07469799885383019
2011,4Q,AIG,stress testing,Risk,0.0016540715005248,0.237,0.07469799885383019
2011,4Q,ALL,catastrophe,Financial,0.13798741970479436,0.24669999999999997,0.19161836355924605
2011,4Q,ALL,hurricane,Climate,0.0039109191857278,0.0,0.19161836355924605
2011,4Q,ALL,rate increases,Financial,4.874012983435704e-06,0.027750000000000004,0.19161836355924605
2011,4Q,CB,catastrophe,Financial,0.7136208584175563,0.20525,0.19903777734093045
2011,4Q,CB,earthquake,Climate,0.6701023578643799,0.0,0.19903777734093045
2011,4Q,CB,flood,Climate,0.9301722168922424,0.14919999999999997,0.19903777734093045
2011,4Q,CB,rate increases,Financial,0.001390078399699243,0.06233333333333334,0.19903777734093045
2011,4Q,CB,reinsurance,Financial,0.22373631134466143,0.054,0.19903777734093045
2011,4Q,TRV,premium increases,Financial,0.0006238063797354,0.0,0.16245639324188232
2011,4Q,TRV,rate increases,Financial,0.012843828292034216,0.0,0.16245639324188232
2011,4Q,TRV,reinsurance,Financial,0.9999924898147584,0.0,0.16245639324188232
2012,1Q,AIG,business interruption,Risk,0.0099377566948533,0.047,0.14762085676193237
2012,1Q,AIG,capital adequacy,Financial,5.0013788666092304e-09,0.0,0.14762085676193237
2012,1Q,AIG,catastrophe,Financial,0.3972470617309508,0.153,0.14762085676193237
2012,1Q,AIG,loss ratios,Financial,0.0003040332005337045,0.11500000000000002,0.14762085676193237
2012,1Q,AIG,market volatility,Risk,0.2580838895885931,0.029499999999999995,0.14762085676193237
2012,1Q,AIG,reinsurance,Financial,3.276496600657098e-05,0.038,0.14762085676193237
2012,1Q,ALL,catastrophe,Financial,0.27132381475504597,0.15399999999999997,0.1756334900856018
2012,1Q,ALL,hurricane,Climate,5.13177401444409e-05,0.14,0.1756334900856018
2012,1Q,ALL,loss ratios,Financial,0.000656018150039,0.2769999999999999,0.1756334900856018
2012,1Q,ALL,rate increases,Financial,0.0038989489403319995,0.0,0.1756334900856018
2012,1Q,CB,catastrophe,Financial,1.694968858600987e-07,0.27,0.13167304613373496
2012,1Q,CB,loss ratios,Financial,0.479922829894349,0.0995,0.13167304613373496
2012,1Q,CB,rate increases,Financial,0.05802531078188618,0.029500000000000002,0.13167304613373496
2012,1Q,CB,reinsurance,Financial,0.3334154983895132,0.03033333333333333,0.13167304613373496
2012,1Q,MCY,rate increases,Financial,0.0003035300178453,0.0,0.0
2012,1Q,TRV,loss ratios,Financial,3.381049964445993e-06,0.122,
2012,1Q,TRV,rate increases,Financial,0.003048923622430474,0.035166666666666666,
2012,2Q,AIG,capital adequacy,Financial,1.2539505434006061e-08,0.0,0.17796330899000168
2012,2Q,AIG,capital markets,Financial,1.4106306025496451e-06,0.0969999999999999,0.17796330899000168
2012,2Q,AIG,catastrophe,Financial,0.17269723444683896,0.24150000000000002,0.17796330899000168
2012,2Q,AIG,loss ratios,Financial,0.0376089848577976,0.139,0.17796330899000168
2012,2Q,AIG,market volatility,Risk,4.473742709620865e-09,0.04,0.17796330899000168
2012,2Q,AIG,reinsurance,Financial,0.002589727716895115,0.0,0.17796330899000168
2012,2Q,ALL,catastrophe,Financial,0.16227612795466342,0.20649999999999996,0.05739182233810425
2012,2Q,ALL,hurricane,Climate,0.02545177243882785,0.0,0.05739182233810425
2012,2Q,CB,catastrophe,Financial,0.2866824865341186,0.115,0.18023823914320572
2012,2Q,CB,drought,Climate,0.6784637543771949,0.11514285714285712,0.18023823914320572
2012,2Q,CB,loss ratios,Financial,0.9787640571594238,0.141,0.18023823914320572
2012,2Q,CB,rate increases,Financial,6.734225694563872e-06,0.0,0.18023823914320572
2012,2Q,CB,reinsurance,Financial,0.325390909682028,0.132,0.18023823914320572
2012,2Q,CB,scenario analysis,Risk,7.782537977618631e-06,0.0,0.18023823914320572
2012,2Q,MCY,catastrophe,Financial,0.5023905775487947,0.17375,0.2868909239768982
2012,2Q,TRV,catastrophe,Financial,0.16730459790870814,0.15166666666666667,0.21715298765584043
2012,2Q,TRV,loss ratios,Financial,0.33737367752473796,0.18099999999999997,0.21715298765584043
2012,2Q,TRV,rate increases,Financial,0.0040514963998853565,0.03516666666666667,0.21715298765584043
2012,2Q,TRV,reinsurance,Financial,5.98938058828935e-05,0.0,0.21715298765584043
2012,2Q,TRV,wildfire,Climate,0.9997271895408628,0.181,0.21715298765584043
2012,3Q,AIG,business interruption,Risk,0.0049098804593086,0.11,0.1167035722732544
2012,3Q,AIG,capital adequacy,Financial,1.2213801880989197e-07,0.0,0.1167035722732544
2012,3Q,AIG,catastrophe,Financial,0.25770497062190495,0.2282,0.1167035722732544
2012,3Q,AIG,flood,Climate,0.999046504497528,0.141,0.1167035722732544
2012,3Q,AIG,hurricane,Climate,0.0194625910371542,0.0,0.1167035722732544
2012,3Q,AIG,rate increases,Financial,4.204389188089408e-05,0.10400000000000001,0.1167035722732544
2012,3Q,AIG,reinsurance,Financial,0.00026006745492116666,0.026714285714285715,0.1167035722732544
2012,3Q,AIG,stress testing,Risk,0.2302973419427872,0.144,0.1167035722732544
2012,3Q,ALL,catastrophe,Financial,5.6437004858175814e-05,0.2996,0.11729773565342552
2012,3Q,ALL,economic losses,Risk,0.0441341996192932,0.176,0.11729773565342552
2012,3Q,ALL,flood,Climate,0.22816377634184287,0.065,0.11729773565342552
2012,3Q,ALL,hurricane,Climate,0.5335041180835105,0.06839999999999999,0.11729773565342552
2012,3Q,ALL,reinsurance,Financial,0.0002227829709226612,0.091,0.11729773565342552
2012,3Q,CB,catastrophe,Financial,0.3490430619955684,0.26399999999999996,0.17207390069961548
2012,3Q,CB,drought,Climate,0.9999815225601196,0.134,0.17207390069961548
2012,3Q,CB,loss ratios,Financial,0.499691226374125,0.2815,0.17207390069961548
2012,3Q,CB,reinsurance,Financial,0.004552474405500067,0.022333333333333334,0.17207390069961548
2012,3Q,MCY,catastrophe,Financial,8.013835213205311e-06,0.20299999999999999,0.0
2012,3Q,MCY,hurricane,Climate,0.4579586510856946,0.09533333333333333,0.0
2012,3Q,MCY,rate increases,Financial,0.0002276774321217,0.0,0.0
2012,3Q,TRV,catastrophe,Financial,4.616179172245439e-08,0.29050000000000004,0.052189157289617205
2012,3Q,TRV,hurricane,Climate,3.2182018827597865e-08,0.053,0.052189157289617205
2012,3Q,TRV,loss ratios,Financial,0.49999982842007284,0.1225,0.052189157289617205
2012,3Q,TRV,rate increases,Financial,0.022555241030665068,0.068875,0.052189157289617205
2012,4Q,AIG,rate increases,Financial,0.0019992813467979,0.0,0.041077109483572155
2012,4Q,AIG,reinsurance,Financial,1.1448788512780084e-06,0.017333333333333333,0.041077109483572155
2012,4Q,ALL,catastrophe,Financial,0.1557413067204327,0.06742857142857142,0.10460560851626925
2012,4Q,ALL,rate increases,Financial,6.267082881095121e-06,0.0,0.10460560851626925
2012,4Q,CB,catastrophe,Financial,1.0828313179445104e-06,0.147,0.2863195203244686
2012,4Q,CB,drought,Climate,0.9999667406082152,0.105,0.2863195203244686
2012,4Q,CB,rate increases,Financial,0.0159498535856672,0.006666666666666667,0.2863195203244686
2012,4Q,CB,reinsurance,Financial,0.49470862896285417,0.05725,0.2863195203244686
2012,4Q,MCY,hurricane,Climate,0.6677972331332663,0.097,0.376527214050293
