year,quarter,keyword,avg_finbert_negative,avg_vader_negative,count,avg_gpt_negative
2008,Q4,rate increases,0.15979161170734454,0.03283333333333332,18,0.05700207840312611
2008,Q4,reinsurance,0.2283993306367843,0.046676470588235285,102,0.18438846535152859
2008,Q4,risk assessment,0.0004590202879626,0.127,1,0.0
2008,Q4,risk modeling,0.999997854232788,0.2739999999999999,1,0.9526222944259644
2008,Q4,stress testing,0.0077094263397157,0.095,1,0.0
2008,Q4,wildfire,0.9999992847442628,0.188,1,0.9537389477094015
2009,Q1,business interruption,0.00124866690021,0.1669999999999999,1,0.0
2009,Q1,capital adequacy,0.007620656132587543,0.0514,5,0.0
2009,Q1,capital markets,0.27473369744643605,0.059624999999999984,8,0.02421475499868393
2009,Q1,catastrophe,0.367277178854363,0.21597999999999998,50,0.39105587559086935
2009,Q1,disaster recovery,0.0161945689469575,0.142,1,0.0
2009,Q1,earthquake,0.9989057779312134,0.141,2,0.3222412864367167
2009,Q1,flood,0.13086068670009288,0.039599999999999996,5,0.22961994260549545
2009,Q1,hurricane,0.2462812623061836,0.07175,4,0.1356098254521688
2009,Q1,loss ratios,0.19788612543197814,0.1715,2,0.25749798331941876
2009,Q1,market volatility,0.9413179159164428,0.0,1,0.7172511219978333
2009,Q1,rate increases,0.15843737479796194,0.015117647058823517,17,0.0746849000453949
2009,Q1,reinsurance,0.18424195363824494,0.044253012048192764,83,0.12440164866192001
2009,Q1,underwriting losses,0.9974809288978576,0.091,1,0.7683693170547485
2009,Q2,capital adequacy,1.692753804460878e-05,0.05625,4,0.0
2009,Q2,capital markets,0.0001111691526602,0.073,1,0.019091506799062092
2009,Q2,catastrophe,0.3398416799321785,0.24770270270270267,37,0.44215490323741263
2009,Q2,climate change,4.022598659503274e-05,0.0,1,0.0
2009,Q2,drought,0.9998733997344972,0.055,1,0.0
2009,Q2,earthquake,0.3333278972352976,0.0,3,0.0
2009,Q2,hurricane,0.009917905816716135,0.011000000000000001,3,0.0
2009,Q2,loss ratios,0.2391726307730711,0.14157142857142854,14,0.11093537597095265
2009,Q2,market volatility,2.630761457567133e-07,0.0,1,0.0
2009,Q2,rate increases,0.27756152487475877,0.05966666666666666,15,0.08898698911070824
2009,Q2,reinsurance,0.14173462847978036,0.04248648648648648,74,0.10601449340581894
2009,Q2,stress testing,6.11676114203874e-08,0.064,1,0.0
2009,Q2,underwriting losses,4.423203336045845e-06,0.163,1,0.9304952025413512
2009,Q3,capital adequacy,3.738673445184443e-05,0.028999999999999998,3,0.0
2009,Q3,capital markets,3.6150716170579855e-08,0.0,4,0.0
2009,Q3,catastrophe,0.24706901556262684,0.17731481481481481,54,0.33624635813599923
2009,Q3,earthquake,0.3453243275039962,0.04328571428571428,7,0.18996591120958328
2009,Q3,flood,0.9999148845672607,0.05049999999999995,2,0.4784017503261566
2009,Q3,hurricane,0.3751129785825156,0.05324999999999998,8,0.46620627244313556
2009,Q3,loss ratios,0.0878457599309564,0.13174999999999998,12,0.13352075881428188
2009,Q3,market volatility,0.0390821695327758,0.0,1,0.5405064225196838
2009,Q3,policy cancellations,0.4813132286071777,0.0,1,0.637271523475647
2009,Q3,premium increases,0.0023500944953411,0.104,1,0.0
2009,Q3,rate increases,0.17483339779700283,0.019,21,0.03309407472610473
2009,Q3,reinsurance,0.12216575506631547,0.05742666666666666,75,0.12499721556901931
2009,Q3,underwriting losses,0.4999701107199428,0.0865,2,0.4768235981464386
2009,Q3,wildfire,0.004043651279062,0.0,1,0.0
2009,Q4,capital adequacy,6.720560441396785e-05,0.0435,2,0.0
2009,Q4,capital markets,2.3260586545781334e-07,0.0,4,0.044294450212927425
2009,Q4,catastrophe,0.2397273038154578,0.20318604651162792,43,0.19719883862962115
2009,Q4,claims reserves,0.27251338821952226,0.02125,4,0.3272714018821716
2009,Q4,earthquake,0.4686206030946778,0.057,2,0.4766876995563507
2009,Q4,financial exposure,0.0001674533996265,0.134,1,0.0
2009,Q4,flood,0.9989487528800964,0.152,1,0.5103756189346313
2009,Q4,hurricane,0.46617289281990004,0.068,10,0.4055764079093933
2009,Q4,loss ratios,0.18064046159496494,0.15118181818181817,11,0.06587658609662737
2009,Q4,market volatility,0.002353317286065202,0.035,2,0.0
2009,Q4,premium increases,1.234196479238392e-05,0.102,2,0.0
2009,Q4,rate increases,0.116661764845004,0.02881818181818182,22,0.0
2009,Q4,reinsurance,0.19192791829369044,0.047602150537634405,93,0.2178608998656273
2009,Q4,underwriting losses,0.9999567866325378,0.08149999999999995,2,0.9356832504272461
2009,Q4,wildfire,0.5028227441944181,0.0,2,0.4832911491394043
2010,Q1,capital adequacy,2.2396763554866084e-08,0.087,1,0.0
2010,Q1,capital markets,2.7455425660738442e-05,0.0,2,0.021451378152483984
2010,Q1,catastrophe,0.2726325649411759,0.14815584415584415,77,0.2851440822466826
2010,Q1,claims reserves,0.0119033437222242,0.0,1,0.0
2010,Q1,earthquake,0.5904575019310869,0.10085,20,0.38895112817937677
2010,Q1,economic losses,0.9999436140060424,0.204,1,0.8112050294876099
2010,Q1,flood,0.49992507154159327,0.04125,4,0.46243447065353394
2010,Q1,hurricane,0.002320640850257358,0.03325,4,0.0
2010,Q1,loss ratios,0.15100942982520135,0.1757142857142857,7,0.19526218284260144
2010,Q1,premium increases,0.9299070835113524,0.078,1,0.567981481552124
2010,Q1,rate increases,0.07419063857798448,0.030071428571428575,14,0.11473846808075905
2010,Q1,reinsurance,0.21135916490732212,0.046241758241758246,91,0.14771040575998323
2010,Q1,underwriting losses,0.9880446791648864,0.125,1,0.0
2010,Q2,business interruption,0.2231619507074356,0.142,1,0.0
2010,Q2,capital adequacy,0.4794186772887344,0.0405,2,0.17473217844963074
2010,Q2,capital markets,0.6681592001890143,0.0,3,0.019343044076647078
2010,Q2,catastrophe,0.28503362495252366,0.1938947368421053,95,0.2713884469306115
2010,Q2,earthquake,0.5075901385248699,0.08433333333333333,15,0.1979421783577312
2010,Q2,flood,0.5280980791139882,0.07525,4,0.1563318046656522
2010,Q2,hurricane,0.33403724069810575,0.05233333333333333,9,0.05766593492948092
2010,Q2,loss ratios,0.09648391910634704,0.1434375,16,0.11680396036668257
2010,Q2,market volatility,8.216418462512252e-05,0.0,2,0.0
2010,Q2,premium increases,0.6507700729004379,0.08366666666666663,3,0.45206429560979206
2010,Q2,rate increases,0.09954699220888746,0.01683333333333333,36,0.057817115233494684
2010,Q2,reinsurance,0.1616794715629366,0.047889999999999995,100,0.12276009168506653
2010,Q2,stress testing,0.2373290210962295,0.095,1,0.0
2010,Q2,underwriting losses,0.5334608070552349,0.13,4,0.8666661381721497
2010,Q3,capital adequacy,2.5266597480921865e-07,0.041999999999999996,4,0.0
2010,Q3,capital markets,0.024632733548059997,0.1005,2,0.0
2010,Q3,catastrophe,0.3138560641291525,0.22627777777777777,54,0.39758474858743803
2010,Q3,claims reserves,0.2202506363391876,0.168,1,0.4814976751804352
2010,Q3,earthquake,0.5699461244013426,0.09157142857142857,14,0.3381536217296825
2010,Q3,flood,0.07488009473308915,0.0545,2,0.2395069748163223
2010,Q3,hurricane,0.8876126855611801,0.038,4,0.42737508565187454
2010,Q3,loss ratios,0.16256001633162626,0.15563636363636363,11,0.07153893434084378
2010,Q3,market volatility,0.06320592295378445,0.06749999999999995,2,0.0
2010,Q3,rate increases,0.09870924552921338,0.02165,20,0.0
2010,Q3,reinsurance,0.1953086772713652,0.047488888888888886,90,0.18250104519400265
2010,Q4,business interruption,0.0278060603886842,0.263,1,0.6788355708122253
2010,Q4,capital adequacy,0.00017248523271828185,0.02575,4,0.0
2010,Q4,capital markets,0.26999615197580223,0.025363636363636366,11,0.0
2010,Q4,catastrophe,0.40451425824671594,0.19913888888888887,72,0.3948360956028888
2010,Q4,claims reserves,0.005483485014577951,0.0,2,0.0
2010,Q4,earthquake,0.5136150623308111,0.0852,10,0.41971215854088467
2010,Q4,flood,0.2977646200845757,0.045294117647058825,17,0.18865769484947467
2010,Q4,hurricane,0.9255599081516266,0.06699999999999998,4,0.3195944964885712
2010,Q4,insured losses,0.0074520111083984,0.103,1,0.0
2010,Q4,loss ratios,0.0840091765562246,0.11966666666666666,12,0.0
2010,Q4,market exposure,1.1533613815117858e-06,0.0,1,0.0
2010,Q4,market volatility,0.0463631600141525,0.0,1,0.0
2010,Q4,premium increases,0.0190281048417091,0.103,1,0.0
2010,Q4,rate increases,0.08219511638383147,0.021640000000000003,25,0.02856295684288288
2010,Q4,reinsurance,0.2133920962078348,0.03733333333333333,93,0.136711814502875
2010,Q4,risk assessment,1.5922956286829047e-09,0.067,1,0.0
2010,Q4,underwriting losses,0.9999885956446329,0.12966666666666668,3,0.9735228617986044
2010,Q4,wildfire,0.990321695804596,0.114,1,0.8066281080245972
2011,Q1,business interruption,0.9063822031021118,0.098,1,0.8158769309520721
2011,Q1,capital adequacy,8.182144173484715e-05,0.0,3,0.0
2011,Q1,capital markets,0.3305906009418777,0.09339999999999996,5,0.0
2011,Q1,catastrophe,0.3042374226843228,0.21409448818897636,127,0.2868492772979458
2011,Q1,earthquake,0.549675697863317,0.08804444444444444,45,0.3604028344154358
2011,Q1,financial exposure,0.005524012025489331,0.077,2,0.0
2011,Q1,flood,0.3452739866214952,0.012545454545454547,11,0.25834528518759686
2011,Q1,hurricane,0.20076378282213295,0.03907692307692308,13,0.08724464037839104
2011,Q1,insured losses,0.9208837151527404,0.094,1,0.0
2011,Q1,loss ratios,0.00037254299970177824,0.1494285714285714,7,0.0
2011,Q1,market exposure,0.4804858876668731,0.0535,2,0.0
2011,Q1,natural disasters,0.9981529414653778,0.22000000000000003,2,0.4645454287528992
2011,Q1,premium increases,1.1290226753501997e-08,0.0745,2,0.0
2011,Q1,rate increases,0.09960685346096486,0.026828571428571424,35,0.023448894663554865
2011,Q1,reinsurance,0.21060810571429217,0.04633884297520661,121,0.17463263744240873
2011,Q2,business interruption,0.5032255044206977,0.1625,2,0.2909647524356842
2011,Q2,capital adequacy,0.0005082775506095444,0.038250000000000006,4,0.0
2011,Q2,capital markets,0.4285221198571857,0.10328571428571427,7,0.07049507147645297
2011,Q2,catastrophe,0.3375307590169153,0.19530219780219782,182,0.32720603111543156
2011,Q2,drought,0.4801993990937869,0.0,3,0.6439972996711731
2011,Q2,earthquake,0.419735004778202,0.06815,20,0.34957448059114915
2011,Q2,financial exposure,0.35521114359532174,0.05533333333333334,3,0.0
2011,Q2,financial risk,0.0001455295423511,0.215,1,0.0
2011,Q2,flood,0.8182865977287292,0.124,2,0.2861043870449066
2011,Q2,hurricane,0.2058910135460716,0.036733333333333326,15,0.14824473361174265
2011,Q2,insured losses,0.8099963665008545,0.1669999999999999,1,0.913305938243866
2011,Q2,loss ratios,0.11080805439692425,0.15577777777777777,9,0.19320801129707924
2011,Q2,market volatility,0.0005222814785277018,0.0,2,0.0
2011,Q2,natural disasters,0.5492331981658937,0.22999999999999998,2,0.479473739862442
2011,Q2,portfolio risk,0.0002271422999911,0.091,1,0.0
2011,Q2,rate increases,0.09502055342982833,0.026749999999999993,32,0.06453064618966518
2011,Q2,reinsurance,0.20653999762559935,0.053845454545454544,110,0.15849962057890715
2011,Q2,underwriting losses,0.2340675443410873,0.124,1,0.4769315123558044
2011,Q2,wildfire,0.5730870813131331,0.1255,2,0.4782377779483795
2011,Q3,capital adequacy,3.9029972572398225e-07,0.0,3,0.0
2011,Q3,capital markets,0.5005476193664814,0.050833333333333335,6,0.039462523101127314
2011,Q3,catastrophe,0.39778782343366675,0.21716788321167882,137,0.3518878249514023
2011,Q3,climate change,0.0007917770417407,0.1369999999999999,1,0.0
2011,Q3,drought,0.5063570309430361,0.0545,2,0.38647082448005676
2011,Q3,earthquake,0.483210057751872,0.1198235294117647,17,0.3830209750196208
2011,Q3,financial exposure,0.9867794513702391,0.0,1,0.9241642951965332
2011,Q3,flood,0.4022991405897755,0.06206249999999999,16,0.31831639479188356
2011,Q3,hurricane,0.512214584805574,0.06617391304347825,23,0.4524462133646011
2011,Q3,loss ratios,0.29879072208012436,0.1436,10,0.24219081302483877
2011,Q3,market volatility,0.40113458952826303,0.058461538461538454,13,0.49248847166697185
2011,Q3,premium increases,0.008441992501275294,0.0,2,0.0
2011,Q3,rate increases,0.10539235548326781,0.024507936507936506,63,0.03969557200159345
2011,Q3,reinsurance,0.12231805912177433,0.04797916666666666,96,0.12018343547116155
2011,Q3,stress testing,0.0011658573057502,0.094,1,0.0
2011,Q3,underwriting losses,0.43407640211239595,0.192,2,0.6185623407363892
2011,Q4,business interruption,0.9989279806613922,0.3355,2,0.4149709492921829
2011,Q4,capital adequacy,0.00016220859609357882,0.017714285714285714,7,0.0
2011,Q4,capital markets,0.07919178959368314,0.007230769230769231,13,0.041155128709731564
2011,Q4,catastrophe,0.34641276196177306,0.1890662251655629,151,0.27132634018979424
2011,Q4,drought,0.4999796244779695,0.12699999999999995,2,0.32271971305211383
2011,Q4,earthquake,0.268350055069246,0.06409090909090909,11,0.16574608286221823
2011,Q4,financial risk,0.1406282484531402,0.178,1,0.0
2011,Q4,flood,0.4968230675761255,0.08434782608695651,23,0.3213195353746414
2011,Q4,hurricane,0.004447312471711432,0.0,4,0.3618060350418091
2011,Q4,loss ratios,0.0149315730011433,0.0949,10,0.04211147342409406
2011,Q4,market volatility,0.3868846361474425,0.044875,8,0.28889555822719226
2011,Q4,natural disasters,0.993819534778595,0.12,1,0.0
2011,Q4,portfolio risk,0.0005418033106252,0.16,1,0.0
2011,Q4,premium increases,0.00031191439108898384,0.0,2,0.0
2011,Q4,rate increases,0.06690207980277157,0.02361111111111111,54,0.029059180328922886
2011,Q4,reinsurance,0.16712267202098416,0.036992187499999996,128,0.09466980326743353
2011,Q4,stress testing,0.0016540715005248,0.237,1,0.0
2011,Q4,underwriting losses,0.999985694885254,0.153,1,0.9703749418258668
2012,Q1,business interruption,0.0099377566948533,0.047,1,0.0
2012,Q1,capital adequacy,0.001015238936248137,0.0073999999999999995,5,0.0
2012,Q1,capital markets,0.03418109492721138,0.0026428571428571425,14,0.05048008428679572
2012,Q1,catastrophe,0.30787651514185593,0.1760686274509804,102,0.2316628112414173
2012,Q1,drought,0.9999994039535522,0.062,1,0.9528444409370422
2012,Q1,earthquake,0.422019532692963,0.05761538461538461,13,0.19509122873607435
2012,Q1,financial exposure,0.0001370678801322,0.0,1,0.0
2012,Q1,flood,0.38151393824470375,0.06533333333333334,3,0.31690648943185806
2012,Q1,hurricane,0.011279429620723579,0.04666666666666667,3,0.10406278371810913
2012,Q1,loss ratios,0.24753613724447435,0.13176190476190475,21,0.23741037914386162
2012,Q1,market volatility,0.1245450587951616,0.0798,5,0.0
2012,Q1,natural disasters,0.2425216436386108,0.206,1,0.0
2012,Q1,premium increases,0.00019572827849673814,0.0,2,0.0
2012,Q1,rate increases,0.05854097540673569,0.029064935064935064,77,0.07067580285825227
2012,Q1,reinsurance,0.11136721656948545,0.03446153846153846,117,0.09891247832112843
2012,Q1,risk modeling,0.49924480698246043,0.1575,2,0.4683290719985962
2012,Q2,capital adequacy,1.386660239677262e-05,0.0,4,0.0
2012,Q2,capital markets,0.17457707509580203,0.06899999999999999,6,0.04548174212960636
2012,Q2,catastrophe,0.30606544096507543,0.21016239316239316,117,0.23361629394234204
2012,Q2,drought,0.5728468830861589,0.08994117647058823,17,0.29560086131095886
2012,Q2,earthquake,0.2891481111575972,0.02614285714285714,7,0.3210594326257706
2012,Q2,financial exposure,0.5943729877471924,0.128,1,0.0
2012,Q2,flood,0.447864055948778,0.042124999999999996,8,0.3467078859155828
2012,Q2,hurricane,0.17463105426288175,0.038090909090909085,11,0.0
2012,Q2,loss ratios,0.33191853394505216,0.17839999999999998,15,0.27324467196184044
2012,Q2,market volatility,0.40533933829863317,0.053125,8,0.11899475753307343
2012,Q2,premium increases,0.3294892005251313,0.058666666666666666,3,0.199436624844869
2012,Q2,rate increases,0.05940929921732511,0.019999999999999993,73,0.04206824234940789
2012,Q2,reinsurance,0.13091473473802664,0.03743971631205674,141,0.12536433880979364
2012,Q2,scenario analysis,7.782537977618631e-06,0.0,1,0.0
2012,Q2,stress testing,0.0205856878310442,0.203,1,0.0
2012,Q2,underwriting losses,2.9628363336087208e-05,0.152,1,0.0
2012,Q2,wildfire,0.4998644762504795,0.147,2,0.2618405818939209
2012,Q3,business interruption,0.4083975475921761,0.14099999999999996,5,0.2622403860092163
2012,Q3,capital adequacy,8.109067549000317e-06,0.0,3,0.0
2012,Q3,capital markets,1.883337802155438e-05,0.0,2,0.0
2012,Q3,catastrophe,0.19835608211987066,0.23199074074074075,108,0.19518772969726755
2012,Q3,drought,0.6674050180849412,0.1512222222222222,9,0.4165417432785034
2012,Q3,earthquake,0.4058074862502205,0.04416666666666667,6,0.3410803824663162
2012,Q3,economic losses,0.0441341996192932,0.176,1,0.0
2012,Q3,flood,0.3018221141575126,0.0874074074074074,27,0.13215209342337944
2012,Q3,hurricane,0.4165944576081383,0.06881999999999999,50,0.23268209179242452
2012,Q3,loss ratios,0.45506102719632097,0.14609090909090908,11,0.1519622522241929
2012,Q3,rate increases,0.043596270979563596,0.04041666666666666,84,0.02494835792755594
2012,Q3,reinsurance,0.08680851460167781,0.0411875,144,0.10937565289480838
2012,Q3,stress testing,0.2302973419427872,0.144,1,0.0
2012,Q4,business interruption,0.2331364820711314,0.183,4,0.1666198968887329
2012,Q4,capital adequacy,0.0003959727002484797,0.01425,4,0.0
2012,Q4,capital markets,7.095480993868364e-06,0.01925,4,0.021384518146514892
2012,Q4,catastrophe,0.1626541771046569,0.18065546218487394,119,0.2455802042354909
2012,Q4,claims reserves,1.593147862877231e-05,0.0,1,0.0
2012,Q4,drought,0.4451935350047683,0.04133333333333333,9,0.3677153170108795
2012,Q4,earthquake,0.05477014449813086,0.06283333333333334,6,0.24552956223487854
2012,Q4,flood,0.31178940139327094,0.08654545454545454,11,0.3068849762280782
2012,Q4,hurricane,0.33229030288095357,0.07003703703703704,27,0.36763261337029307
2012,Q4,insured losses,0.3297734260559082,0.179,1,0.4718097150325775
2012,Q4,loss ratios,0.001804452524162558,0.1348,5,0.1070924202601115
2012,Q4,natural disasters,9.753382812505153e-08,0.15,1,0.0
2012,Q4,portfolio risk,1.0998444821552765e-08,0.166,1,0.0
2012,Q4,rate increases,0.04841397138205931,0.03734210526315789,76,0.027888954386991613
2012,Q4,reinsurance,0.12709970106553742,0.039548872180451125,133,0.13282439439761928
2012,Q4,underwriting losses,0.9999025464057922,0.131,3,0.94049471616745
2013,Q1,capital adequacy,1.4797798542076638e-08,0.0,2,0.0
2013,Q1,capital markets,0.0006077240340497304,0.0,3,0.02505080567465888
2013,Q1,catastrophe,0.3323221407446067,0.2091627906976744,86,0.264250852904477
2013,Q1,drought,0.5911264017940994,0.07775,4,0.4552312046289444
2013,Q1,earthquake,0.25489286424708546,0.0134,5,0.0
2013,Q1,extreme weather,0.997958779335022,0.0579999999999999,1,0.0
2013,Q1,flood,0.3256235041926999,0.05625,8,0.12313728247370039
2013,Q1,hurricane,0.3828319565153732,0.042333333333333334,9,0.17494186071249154
2013,Q1,loss ratios,0.08325082743541799,0.15383333333333332,12,0.0
2013,Q1,market volatility,7.090600107062527e-09,0.072,1,0.0
2013,Q1,premium increases,1.96806595340604e-05,0.0,1,0.0
2013,Q1,rate increases,0.05520769940382068,0.032958904109589036,73,0.03122278029405618
2013,Q1,reinsurance,0.12161146635870031,0.0335267175572519,131,0.11554266022224176
2013,Q1,stress testing,1.315103554588859e-05,0.15149999999999994,2,0.0
2013,Q2,business interruption,0.7947077751159668,0.193,1,0.0
2013,Q2,capital adequacy,0.24701314745033295,0.05325,4,0.0
2013,Q2,capital markets,0.006600507721183584,0.0,3,0.0
2013,Q2,catastrophe,0.3182609480096596,0.2092268041237113,97,0.254428408741951
2013,Q2,climate change,3.997834028268698e-07,0.0579999999999999,1,0.0
2013,Q2,drought,0.9970820546150208,0.0,1,0.0
2013,Q2,earthquake,0.6621898057319034,0.0,3,0.0
2013,Q2,extreme weather,0.0001167398077086,0.0,1,0.0
2013,Q2,financial risk,1.0640207648293655e-07,0.103,1,0.0
2013,Q2,flood,0.6488293958332962,0.07148275862068966,29,0.4281725646593632
2013,Q2,hurricane,0.13988877666815822,0.060374999999999984,8,0.06106753349304199
2013,Q2,loss ratios,0.07188030378911571,0.1621,10,0.08387750929052179
2013,Q2,market exposure,0.0247275698930025,0.0,1,0.4798582792282104
2013,Q2,premium increases,4.528327579578218e-08,0.0,1,0.0
2013,Q2,rate increases,0.05899437400879749,0.03255405405405405,74,0.06012103600161416
2013,Q2,reinsurance,0.11700385482164699,0.03801234567901234,162,0.12635824424417122
2013,Q2,stress testing,0.06144048135278505,0.13066666666666665,6,0.0
2013,Q2,underwriting losses,0.999858856201172,0.122,1,0.9719889760017396
2013,Q3,capital adequacy,1.4433295447702221e-08,0.0,2,0.0
2013,Q3,capital markets,0.0353113953072185,0.020799999999999978,5,0.0
2013,Q3,catastrophe,0.3213642889634653,0.20666326530612245,98,0.313259644705115
2013,Q3,climate change,0.00166466383961955,0.0755,2,0.0
