company,word,count
BRK,chief,509
BRK,said,482
BRK,reserved,382
BRK,insurance,285
CB,chubb,4387
CB,global,3706
CB,business,3658
CB,division,3383
CB,quarter,3342
CB,market,3089
CB,chairman,3017
CB,year,2941
CB,evan,2912
CB,ceo,2855
CB,group,2624
CB,greenberg,2399
CB,research,2285
CB,think,2008
CB,growth,1810
CB,earnings,1770
CB,million,1653
CB,intelligence,1520
CB,limited,1395
CB,rate,1394
CB,question,1385
CB,loss,1371
CB,lines,1326
CB,copyright,1267
CB,rights,1266
CB,going,1259
CB,capital,1235
CB,executive,1140
CB,investment,1011
CB,reserved,1001
CB,income,903
CB,pricing,873
CB,operator,853
CB,good,802
CB,like,778
CB,net,724
CB,content,664
CB,commercial,664
CB,rates,654
CB,america,652
CB,know,566
CB,risk,563
CB,insurance,518
CB,look,511
CB,ratio,505
CB,related,493
CB,ace,467
CB,cfo,464
CB,vp,464
CB,time,451
ZURN,mean,3740
ZURN,think,2404
ZURN,year,1883
ZURN,global,1813
ZURN,group,1645
ZURN,division,1474
ZURN,market,1377
ZURN,question,1243
ZURN,business,1183
ZURN,research,1115
ZURN,george,996
ZURN,look,817
ZURN,quinn,800
ZURN,zurich,791
ZURN,capital,787
ZURN,intelligence,758
ZURN,earnings,757
ZURN,insurance,753
ZURN,ag,666
ZURN,bit,661
ZURN,operator,643
ZURN,copyright,608
ZURN,expect,591
ZURN,rate,570
ZURN,rights,566
ZURN,ratio,560
ZURN,going,540
ZURN,cfo,488
ZURN,executive,473
ZURN,member,471
ZURN,committee,471
ZURN,second,465
ZURN,half,439
ZURN,growth,416
ZURN,reserved,409
ZURN,impact,387
ZURN,officer,361
ZURN,chief,360
ZURN,europe,356
ZURN,financial,349
ZURN,given,338
ZURN,chairman,325
ZURN,middle,324
ZURN,east,321
ZURN,africa,320
ZURN,loss,318
ZURN,regional,315
ZURN,content,305
ZURN,life,302
ZURN,like,294
HIG,quarter,4698
HIG,year,3927
HIG,global,3700
HIG,market,3207
HIG,division,3098
HIG,think,2967
HIG,earnings,2759
HIG,million,2746
HIG,business,2594
HIG,hartford,2476
HIG,group,2449
HIG,financial,2363
HIG,capital,2133
HIG,research,1935
HIG,question,1659
HIG,commercial,1619
HIG,intelligence,1570
HIG,services,1440
HIG,copyright,1336
HIG,rights,1335
HIG,inc,1302
HIG,results,1295
HIG,lines,1224
HIG,new,1193
HIG,going,1067
HIG,pricing,1050
HIG,loss,1020
HIG,president,1004
HIG,ratio,927
HIG,line,890
HIG,beth,872
HIG,reserved,844
HIG,growth,840
HIG,strong,793
HIG,rate,786
HIG,chairman,758
HIG,core,735
HIG,continue,723
HIG,second,703
HIG,book,658
HIG,content,653
HIG,good,643
HIG,prior,607
HIG,john,606
HIG,investment,580
HIG,billion,556
HIG,ceo,547
HIG,swift,541
HIG,auto,497
HIG,christopher,486
AIG,quarter,4707
AIG,year,4017
AIG,global,3821
AIG,market,2756
AIG,business,2638
AIG,division,2400
AIG,capital,2241
AIG,billion,2222
AIG,think,2125
AIG,aig,2067
AIG,million,2009
AIG,group,1755
AIG,earnings,1745
AIG,international,1710
AIG,loss,1515
AIG,insurance,1393
AIG,intelligence,1376
AIG,american,1280
AIG,executive,1239
AIG,president,1205
AIG,copyright,1203
AIG,peter,1195
AIG,research,1185
AIG,rights,1176
AIG,net,1170
AIG,ratio,1126
AIG,financial,1105
AIG,rate,1000
AIG,income,995
AIG,inc,969
AIG,investment,931
AIG,portfolio,913
AIG,life,890
AIG,basis,880
AIG,chief,876
AIG,officer,875
AIG,commercial,870
AIG,question,839
AIG,continue,824
AIG,growth,814
AIG,retirement,791
AIG,risk,726
AIG,general,708
AIG,reserved,659
AIG,content,652
AIG,going,633
AIG,results,622
AIG,ceo,599
AIG,brian,580
AIG,director,564
CNA,quarter,4823
CNA,year,2855
CNA,global,2670
CNA,financial,2162
CNA,million,2084
CNA,cna,1947
CNA,market,1920
CNA,ratio,1837
CNA,business,1746
CNA,division,1716
CNA,loss,1685
CNA,rate,1423
CNA,earnings,1397
CNA,think,1239
CNA,intelligence,1183
CNA,income,1117
CNA,capital,1008
CNA,craig,996
CNA,executive,990
CNA,copyright,968
CNA,corporation,965
CNA,chief,960
CNA,rights,951
CNA,officer,944
CNA,net,863
CNA,content,845
CNA,points,844
CNA,chairman,797
CNA,research,795
CNA,portfolio,786
CNA,commercial,777
CNA,prior,698
CNA,mense,628
CNA,investment,619
CNA,dino,612
CNA,reserved,608
CNA,results,602
CNA,going,569
CNA,fourth,553
CNA,question,551
CNA,president,530
CNA,vice,514
CNA,continue,510
CNA,second,496
CNA,iq,489
CNA,motamed,480
CNA,combined,456
CNA,years,445
CNA,compared,423
CNA,underlying,418
FRFHF,million,4963
FRFHF,quarter,3949
FRFHF,global,2656
FRFHF,year,2615
FRFHF,fairfax,2454
FRFHF,combined,2059
FRFHF,market,1918
FRFHF,ratio,1797
FRFHF,net,1790
FRFHF,financial,1627
FRFHF,division,1464
FRFHF,billion,1447
FRFHF,capital,1447
FRFHF,prem,1432
FRFHF,losses,1379
FRFHF,earnings,1351
FRFHF,watsa,1124
FRFHF,underwriting,1096
FRFHF,company,1068
FRFHF,intelligence,1015
FRFHF,holdings,1002
FRFHF,investment,994
FRFHF,question,994
FRFHF,insurance,985
FRFHF,limited,939
FRFHF,copyright,916
FRFHF,second,893
FRFHF,chairman,892
FRFHF,rights,846
FRFHF,months,821
FRFHF,founder,817
FRFHF,think,749
FRFHF,markets,722
FRFHF,years,689
FRFHF,business,680
FRFHF,equity,673
FRFHF,content,642
FRFHF,reserved,634
FRFHF,chief,596
FRFHF,officer,594
FRFHF,share,593
FRFHF,income,570
FRFHF,value,570
FRFHF,companies,515
FRFHF,premiums,483
FRFHF,points,472
FRFHF,results,471
FRFHF,interest,461
FRFHF,executive,461
FRFHF,time,450
WRB,think,4257
WRB,berkley,3795
WRB,global,2952
WRB,market,2735
WRB,division,2713
WRB,quarter,2634
WRB,business,2398
WRB,robert,2221
WRB,year,2066
WRB,going,2036
WRB,research,1936
WRB,william,1717
WRB,million,1572
WRB,loss,1402
WRB,question,1354
WRB,earnings,1343
WRB,intelligence,1323
WRB,executive,1247
WRB,ratio,1233
WRB,rate,1217
WRB,corporation,1213
WRB,copyright,1110
WRB,rights,1098
WRB,investment,1087
WRB,capital,1038
WRB,president,968
WRB,director,966
WRB,reserved,853
WRB,people,837
WRB,like,818
WRB,operator,754
WRB,content,740
WRB,time,676
WRB,ceo,648
WRB,chairman,646
WRB,growth,619
WRB,founder,594
WRB,look,591
WRB,bit,546
WRB,reinsurance,529
WRB,income,515
WRB,line,499
WRB,rich,416
WRB,things,412
WRB,iq,407
WRB,new,399
WRB,chief,366
WRB,officer,363
WRB,years,335
WRB,good,327
MKL,year,3600
MKL,markel,3332
MKL,global,3143
MKL,quarter,2321
MKL,million,2290
MKL,market,2218
MKL,division,2061
MKL,business,1657
MKL,insurance,1593
MKL,think,1444
MKL,intelligence,1283
MKL,results,1262
MKL,investment,1174
MKL,capital,1165
MKL,earnings,1157
MKL,compared,1124
MKL,corporation,1048
MKL,co,1048
MKL,copyright,1026
MKL,ratio,1024
MKL,director,1011
MKL,rights,1008
MKL,loss,965
MKL,operations,804
MKL,reserved,799
MKL,lines,799
MKL,income,736
MKL,ceo,719
MKL,research,715
MKL,segment,641
MKL,rate,637
MKL,losses,631
MKL,ventures,629
MKL,question,613
MKL,continue,604
MKL,officer,583
MKL,chief,580
MKL,reinsurance,566
MKL,good,558
MKL,increase,553
MKL,billion,544
MKL,executive,543
MKL,years,539
MKL,net,539
MKL,going,527
MKL,like,522
MKL,months,494
MKL,content,453
MKL,underwriting,445
MKL,gayner,441
CINF,quarter,2921
CINF,year,2693
CINF,global,2672
CINF,think,2068
CINF,cincinnati,1922
CINF,division,1835
CINF,business,1711
CINF,financial,1654
CINF,market,1632
CINF,president,1310
CINF,insurance,1293
CINF,officer,1292
CINF,lines,1218
CINF,intelligence,1169
CINF,earnings,1046
CINF,research,1042
CINF,net,995
CINF,million,993
CINF,capital,963
CINF,ratio,942
CINF,johnston,918
CINF,copyright,899
CINF,chief,890
CINF,rights,886
CINF,loss,884
CINF,corporation,870
CINF,commercial,868
CINF,investment,791
CINF,question,775
CINF,company,675
CINF,reserved,672
CINF,steven,659
CINF,years,617
CINF,new,614
CINF,content,593
CINF,losses,585
CINF,director,562
CINF,line,526
CINF,good,499
CINF,growth,475
CINF,operator,465
CINF,ceo,464
CINF,second,461
CINF,portfolio,456
CINF,rate,451
CINF,michael,448
CINF,steve,439
CINF,executive,433
CINF,justus,424
CINF,accident,412
ALIZY,year,3651
ALIZY,think,3630
ALIZY,eur,3588
ALIZY,global,3514
ALIZY,business,3426
ALIZY,market,3058
ALIZY,division,2917
ALIZY,management,2819
ALIZY,question,2701
ALIZY,allianz,2441
ALIZY,ratio,2290
ALIZY,going,2289
ALIZY,quarter,2168
ALIZY,capital,2126
ALIZY,billion,1980
ALIZY,board,1960
ALIZY,good,1937
ALIZY,research,1826
ALIZY,life,1701
ALIZY,earnings,1650
ALIZY,look,1540
ALIZY,actually,1519
ALIZY,million,1503
ALIZY,intelligence,1469
ALIZY,operating,1457
ALIZY,rights,1361
ALIZY,copyright,1352
ALIZY,profit,1311
ALIZY,growth,1291
ALIZY,point,1284
ALIZY,new,1277
ALIZY,se,1270
ALIZY,number,1232
ALIZY,bit,1222
ALIZY,like,1152
ALIZY,member,1061
ALIZY,income,977
ALIZY,yes,891
ALIZY,investment,886
ALIZY,asset,872
ALIZY,level,846
ALIZY,clearly,810
ALIZY,cfo,791
ALIZY,page,768
ALIZY,second,693
ALIZY,dieter,687
ALIZY,oliver,677
ALIZY,little,677
ALIZY,solvency,658
ALIZY,let,643
ACGL,quarter,4793
ACGL,capital,4016
ACGL,global,3410
ACGL,division,3320
ACGL,market,3259
ACGL,think,2991
ACGL,business,2910
ACGL,year,2749
ACGL,officer,2370
ACGL,executive,2250
ACGL,research,2210
ACGL,chief,2177
ACGL,going,2125
ACGL,arch,2068
ACGL,group,2012
ACGL,insurance,1825
ACGL,earnings,1814
ACGL,reinsurance,1789
ACGL,question,1646
ACGL,million,1559
ACGL,intelligence,1558
ACGL,iordanou,1508
ACGL,constantine,1476
ACGL,ratio,1383
ACGL,copyright,1378
ACGL,basis,1376
ACGL,rights,1368
ACGL,chairman,1338
ACGL,ltd,1261
ACGL,rate,1135
ACGL,like,1089
ACGL,marc,1078
ACGL,right,1032
ACGL,president,995
ACGL,financial,984
ACGL,loss,906
ACGL,net,901
ACGL,mark,829
ACGL,grandisson,814
ACGL,reserved,744
ACGL,yes,707
ACGL,mortgage,690
ACGL,treasurer,679
ACGL,segment,637
ACGL,ceo,631
ACGL,share,623
ACGL,years,610
ACGL,good,601
ACGL,content,600
ACGL,lot,599
THG,quarter,4455
THG,year,3761
THG,business,3268
THG,global,3238
THG,market,2762
THG,lines,2392
THG,growth,1858
THG,division,1798
THG,president,1784
THG,loss,1759
THG,earnings,1736
THG,commercial,1733
THG,think,1648
THG,million,1599
THG,hanover,1560
THG,ratio,1488
THG,intelligence,1390
THG,insurance,1383
THG,continue,1281
THG,group,1202
THG,rights,1171
THG,personal,1146
THG,copyright,1111
THG,capital,1033
THG,rate,1028
THG,inc,977
THG,executive,948
THG,line,939
THG,reserved,849
THG,pricing,844
THG,losses,778
THG,going,777
THG,research,713
THG,good,704
THG,specialty,630
THG,results,617
THG,new,615
THG,officer,584
THG,financial,582
THG,portfolio,547
THG,kind,542
THG,chaucer,541
THG,strong,537
THG,prior,525
THG,share,498
THG,income,493
THG,auto,489
THG,question,483
THG,content,474
THG,second,436
AIZ,global,4074
AIZ,year,3196
AIZ,quarter,3093
AIZ,think,2946
AIZ,million,2745
AIZ,business,2555
AIZ,market,2536
AIZ,division,2509
AIZ,earnings,2203
AIZ,growth,2097
AIZ,assurant,1920
AIZ,intelligence,1463
AIZ,research,1421
AIZ,capital,1304
AIZ,executive,1225
AIZ,going,1197
AIZ,rights,1171
AIZ,copyright,1147
AIZ,results,1048
AIZ,inc,1048
AIZ,new,1020
AIZ,president,1008
AIZ,continue,949
AIZ,reserved,914
AIZ,john,893
AIZ,chief,883
AIZ,officer,883
AIZ,director,856
AIZ,expect,803
AIZ,alan,725
AIZ,pollock,715
AIZ,housing,700
AIZ,mobile,644
AIZ,yes,637
AIZ,question,630
AIZ,operating,627
AIZ,look,624
AIZ,ceo,603
AIZ,investment,595
AIZ,income,589
AIZ,robert,538
AIZ,richard,525
AIZ,content,505
AIZ,net,501
AIZ,good,494
AIZ,rate,472
AIZ,colberg,467
AIZ,strong,461
AIZ,second,445
AIZ,risk,442
ORI,global,2769
ORI,year,2606
ORI,business,2516
ORI,quarter,2437
ORI,market,1829
ORI,insurance,1703
ORI,republic,1614
ORI,old,1599
ORI,think,1565
ORI,division,1377
ORI,intelligence,1224
ORI,earnings,1156
ORI,capital,1082
ORI,international,972
ORI,ratio,948
ORI,zucaro,934
ORI,rights,928
ORI,copyright,909
ORI,corporation,906
ORI,general,906
ORI,aldo,768
ORI,reserved,767
ORI,charles,711
ORI,title,694
ORI,million,689
ORI,chairman,689
ORI,ceo,670
ORI,president,650
ORI,loss,641
ORI,content,630
ORI,good,627
ORI,going,606
ORI,question,595
ORI,craig,571
ORI,mortgage,539
ORI,chief,478
ORI,officer,478
ORI,years,437
ORI,line,436
ORI,time,425
ORI,continue,424
ORI,claim,405
ORI,operator,374
ORI,executive,370
ORI,rate,353
ORI,release,346
ORI,research,340
ORI,smiddy,316
ORI,company,313
ORI,iq,295
AXS,quarter,5131
AXS,year,4496
AXS,global,3786
AXS,market,3495
AXS,business,3441
AXS,capital,3131
AXS,million,2961
AXS,division,2735
AXS,loss,2551
AXS,axis,2529
AXS,reinsurance,2426
AXS,lines,2301
AXS,think,2014
AXS,ratio,1990
AXS,insurance,1898
AXS,earnings,1659
AXS,intelligence,1560
AXS,albert,1516
AXS,limited,1389
AXS,research,1339
AXS,holdings,1319
AXS,portfolio,1298
AXS,copyright,1275
AXS,rights,1246
AXS,losses,1206
AXS,book,1184
AXS,question,1142
AXS,net,1082
AXS,director,1079
AXS,cat,1047
AXS,president,995
AXS,benchimol,958
AXS,rate,917
AXS,reserved,878
AXS,good,872
AXS,ceo,830
AXS,john,812
AXS,investment,804
AXS,growth,787
AXS,income,746
AXS,property,734
AXS,going,722
AXS,executive,653
AXS,content,625
AXS,premiums,599
AXS,increase,591
AXS,results,557
AXS,points,543
AXS,risk,538
AXS,pricing,537
MAP,mapfre,3544
MAP,year,2972
MAP,global,2700
MAP,business,2628
MAP,eur,2536
MAP,market,2105
MAP,million,2064
MAP,quarter,1872
MAP,ratio,1693
MAP,life,1498
MAP,capital,1498
MAP,division,1354
MAP,mean,1237
MAP,intelligence,1084
MAP,combined,1056
MAP,director,1055
MAP,thank,1020
MAP,fernando,965
MAP,question,958
MAP,earnings,951
MAP,results,931
MAP,rights,914
MAP,copyright,877
MAP,brazil,865
MAP,growth,859
MAP,group,816
MAP,impact,792
MAP,premiums,776
MAP,increase,737
MAP,spain,723
MAP,investor,689
MAP,financial,672
MAP,markets,664
MAP,relations,657
MAP,slide,640
MAP,mata,617
MAP,insurance,617
MAP,chairman,610
MAP,content,610
MAP,non,605
MAP,head,594
MAP,reserved,578
MAP,natalia,534
MAP,cfo,532
MAP,result,530
MAP,verdejo,521
MAP,research,492
MAP,like,490
MAP,let,479
MAP,motor,455
SIGI,year,3633
SIGI,quarter,3505
SIGI,global,3115
SIGI,business,2522
SIGI,market,2450
SIGI,million,2249
SIGI,ratio,2181
SIGI,lines,1937
SIGI,division,1856
SIGI,commercial,1755
SIGI,selective,1630
SIGI,rate,1589
SIGI,think,1563
SIGI,combined,1555
SIGI,points,1470
SIGI,insurance,1455
SIGI,intelligence,1260
SIGI,new,1257
SIGI,john,1251
SIGI,earnings,1217
SIGI,line,1187
SIGI,group,1175
SIGI,loss,1119
SIGI,losses,1063
SIGI,pricing,1025
SIGI,copyright,998
SIGI,rights,943
SIGI,income,891
SIGI,reserved,804
SIGI,investment,793
SIGI,basis,772
SIGI,renewal,755
SIGI,price,725
SIGI,capital,719
SIGI,growth,667
SIGI,research,654
SIGI,president,625
SIGI,inc,608
SIGI,net,588
SIGI,chief,578
SIGI,officer,554
SIGI,overall,547
SIGI,underwriting,527
SIGI,executive,491
SIGI,results,481
SIGI,book,463
SIGI,portfolio,463
SIGI,continue,455
SIGI,strong,448
SIGI,question,443
TIPT,global,1505
TIPT,million,1273
TIPT,tiptree,1041
TIPT,quarter,1023
TIPT,capital,972
TIPT,year,955
TIPT,market,932
TIPT,content,772
TIPT,earnings,743
TIPT,intelligence,630
TIPT,investment,629
TIPT,business,605
TIPT,growth,558
TIPT,income,519
TIPT,financial,504
TIPT,copyright,458
TIPT,division,457
TIPT,rights,451
TIPT,michael,430
TIPT,insurance,430
TIPT,fortegra,409
TIPT,inc,387
TIPT,reserved,373
TIPT,iq,365
TIPT,value,337
TIPT,officer,333
TIPT,net,328
TIPT,portfolio,314
TIPT,sandra,298
TIPT,management,285
TIPT,results,278
TIPT,chief,269
TIPT,mortgage,255
TIPT,executive,254
TIPT,adjusted,250
TIPT,driven,244
TIPT,page,233
TIPT,care,224
TIPT,continue,207
TIPT,operator,203
TIPT,ebitda,203
TIPT,think,200
TIPT,thank,196
TIPT,company,194
TIPT,like,178
TIPT,barnes,175
TIPT,cash,167
TIPT,question,165
TIPT,board,154
TIPT,operating,152
KMPR,quarter,2499
KMPR,global,2128
KMPR,million,1902
KMPR,division,1811
KMPR,business,1771
KMPR,kemper,1615
KMPR,year,1569
KMPR,president,1438
KMPR,market,1363
KMPR,earnings,1223
KMPR,think,1091
KMPR,intelligence,925
KMPR,executive,918
KMPR,rate,917
KMPR,going,839
KMPR,results,817
KMPR,research,814
KMPR,capital,810
KMPR,copyright,753
KMPR,corporation,737
KMPR,rights,725
KMPR,lacher,663
KMPR,auto,638
KMPR,investment,636
KMPR,question,601
KMPR,joseph,577
KMPR,reserved,552
KMPR,net,537
KMPR,loss,536
KMPR,content,515
KMPR,little,508
KMPR,patrick,507
KMPR,operator,493
KMPR,continue,486
KMPR,ratio,473
KMPR,kind,464
KMPR,growth,460
KMPR,ceo,458
KMPR,income,447
KMPR,new,436
KMPR,book,414
KMPR,director,399
KMPR,like,373
KMPR,property,352
KMPR,iq,345
KMPR,casualty,339
KMPR,underlying,336
KMPR,chief,333
KMPR,officer,333
KMPR,financial,331
MCY,quarter,1637
MCY,global,1376
MCY,president,1257
MCY,division,1188
MCY,california,1178
MCY,tirador,993
MCY,chief,976
MCY,officer,976
MCY,gabriel,932
MCY,content,931
MCY,mercury,858
MCY,market,784
MCY,research,779
MCY,director,746
MCY,year,727
MCY,rate,697
MCY,capital,685
MCY,general,676
MCY,intelligence,625
MCY,earnings,609
MCY,operator,577
MCY,executive,566
MCY,iq,555
MCY,copyright,552
MCY,corporation,542
MCY,million,536
MCY,rights,523
MCY,ratio,519
MCY,question,459
MCY,think,448
MCY,company,428
MCY,reserved,422
MCY,vice,410
MCY,going,403
MCY,new,382
MCY,like,339
MCY,increase,319
MCY,auto,318
MCY,business,273
MCY,financial,252
MCY,stalick,230
MCY,results,223
MCY,outside,219
MCY,development,215
MCY,fourth,206
MCY,raymond,205
MCY,combined,205
MCY,ceo,199
MCY,senior,193
MCY,peters,187
EG,year,4094
EG,global,3533
EG,quarter,3435
EG,division,3233
EG,market,3064
EG,million,2463
EG,everest,2335
EG,business,2302
EG,think,2276
EG,reinsurance,2226
EG,group,2114
EG,loss,1929
EG,president,1866
EG,insurance,1710
EG,research,1693
EG,capital,1681
EG,ratio,1596
EG,earnings,1533
EG,intelligence,1452
EG,rate,1217
EG,question,1177
EG,copyright,1174
EG,growth,1173
EG,rights,1134
EG,executive,1072
EG,ltd,1004
EG,non,976
EG,losses,970
EG,reserved,920
EG,income,909
EG,portfolio,886
EG,director,879
EG,james,873
EG,cat,867
EG,addesso,860
EG,ceo,840
EG,underwriting,805
EG,dominic,767
EG,independent,762
EG,book,728
EG,continue,717
EG,premium,670
EG,going,632
EG,chief,625
EG,officer,625
EG,juan,583
EG,property,577
EG,lines,528
EG,content,505
EG,john,496
JRVR,quarter,1455
JRVR,global,1440
JRVR,division,1133
JRVR,year,1123
JRVR,market,923
JRVR,think,888
JRVR,business,885
JRVR,research,651
JRVR,james,638
JRVR,group,638
JRVR,river,631
JRVR,intelligence,621
JRVR,loss,577
JRVR,earnings,571
JRVR,million,501
JRVR,rate,479
JRVR,rights,446
JRVR,segment,435
JRVR,growth,425
JRVR,copyright,417
JRVR,question,415
JRVR,sarah,403
JRVR,holdings,397
JRVR,reserved,392
JRVR,chief,382
JRVR,ratio,364
JRVR,ltd,354
JRVR,officer,342
JRVR,ceo,329
JRVR,investment,309
JRVR,book,305
JRVR,casualty,305
JRVR,operator,302
JRVR,portfolio,275
JRVR,underwriting,271
JRVR,frank,270
JRVR,director,266
JRVR,content,259
JRVR,kind,248
JRVR,years,233
JRVR,claims,228
JRVR,adam,219
JRVR,financial,208
JRVR,good,199
JRVR,capital,194
JRVR,continue,190
JRVR,going,184
JRVR,robert,183
JRVR,net,180
JRVR,casey,180
KNSL,global,1252
KNSL,market,1073
KNSL,division,995
KNSL,think,967
KNSL,quarter,954
KNSL,year,766
KNSL,kinsale,755
KNSL,business,754
KNSL,capital,738
KNSL,research,669
KNSL,growth,642
KNSL,michael,563
KNSL,kehoe,553
KNSL,intelligence,539
KNSL,president,529
KNSL,ceo,503
KNSL,earnings,457
KNSL,brian,452
KNSL,patrick,427
KNSL,rate,422
KNSL,operator,381
KNSL,rights,377
KNSL,group,371
KNSL,copyright,370
KNSL,director,369
KNSL,reserved,351
KNSL,haney,335
KNSL,inc,310
KNSL,mark,306
KNSL,content,302
KNSL,years,280
KNSL,loss,274
KNSL,property,271
KNSL,vp,270
KNSL,yes,266
KNSL,company,257
KNSL,like,229
KNSL,kind,210
KNSL,million,202
KNSL,little,197
KNSL,ratio,193
KNSL,executive,184
KNSL,going,183
KNSL,bit,180
KNSL,question,179
KNSL,bryan,170
KNSL,good,170
KNSL,senior,137
KNSL,securities,137
KNSL,casualty,129
RLI,quarter,2866
RLI,global,2621
RLI,division,2220
