ticker,file,sentence,sentiment,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density,type,quarter,year
PGR,PGR_1Q23.pdf,"In quarter 1, we took 4 points of rate in Personal
Auto on an aggregate country-wide basis, and we are still earning in some of the prior year rate increases 
We plan to take aggressive rate increases where needed across all lines through the balance of 2023 to
ensure we're pricing to deliver our target profit margin","{'neg': 0.026, 'neu': 0.884, 'pos': 0.09, 'compound': 0.5994}",22.08,26.31,0.0,0.8245614035087719,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"We plan to take aggressive rate increases where needed across all lines through the balance of 2023 to
ensure we're pricing to deliver our target profit margin 
The next question, given the actions we will take to meet our profit target is, what will this do to growth?
First and foremost, keep in mind that growth in the first quarter of 2023 was an all-time high for the
company, and we are very proud of that","{'neg': 0.018, 'neu': 0.788, 'pos': 0.194, 'compound': 0.9371}",58.29,16.78,0.0,0.75,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"Lastly, we've received many questions like this one  Do you now believe your reserving is adequate? Or
said another way, you said that you were confident that the biggest rate increases were behind you, what
changed? The answer is fairly basic","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7882}",66.03,9.38,10.5,0.8536585365853658,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"Do you now believe your reserving is adequate? Or
said another way, you said that you were confident that the biggest rate increases were behind you, what
changed? The answer is fairly basic  We started seeing data come in over the last few months that was not
in line with what we were anticipating, which caused us to increase reserves and react with rate increases","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.7757}",66.37,11.76,11.9,0.7846153846153846,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"We started seeing data come in over the last few months that was not
in line with what we were anticipating, which caused us to increase reserves and react with rate increases 
In Personal Lines, our reserve strengthening happened largely in the short-tailed fixing vehicle coverages","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.6705}",33.25,23.62,0.0,0.9130434782608695,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"From an auto perspective, we always want to grow as fast as we can, but we are limited sometimes
with the regulatory approvals  So obviously, there are places where we haven't got as much rate as we've
needed, think the Coast, which we've talked about before, going to need more on those because we've
been waiting for some rate increases in some of those states","{'neg': 0.035, 'neu': 0.947, 'pos': 0.017, 'compound': -0.296}",30.88,29.08,0.0,0.7846153846153846,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"So obviously, there are places where we haven't got as much rate as we've
needed, think the Coast, which we've talked about before, going to need more on those because we've
been waiting for some rate increases in some of those states  Some are less where we feel like we're
ahead of it","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.3612}",51.52,22.71,0.0,0.8113207547169812,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"We think trailing 3 is more indicative
of what's happening  Again, that may and could change depending on the rate increases","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",67.08,16.02,0.0,1.0,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"Again, that may and could change depending on the rate increases  That's usually
what we see happen","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",71.14,13.86,0.0,1.0,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"So I guess the first question, on the 10 points of rate  So when we go back like
a year ago, I think it was on this call, where you guys said you were done taking outsized rate increases","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.3612}",74.19,16.63,0.0,0.8461538461538461,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"So when we go back like
a year ago, I think it was on this call, where you guys said you were done taking outsized rate increases 
I guess since then, you guys never stopped taking rate increases","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4881}",66.75,16.25,0.0,0.8157894736842105,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"I guess since then, you guys never stopped taking rate increases  I think since then, you've gotten like
9 points in the aggregate, so I guess when I think about like this extra 10 points that you're saying you
need over the next 3 quarters and thinking about the fact that you've actually taken almost that much like
in the trailing 4 quarters, it really just doesn't seem like that much of a step-up versus what we're seeing","{'neg': 0.025, 'neu': 0.869, 'pos': 0.106, 'compound': 0.6996}",17.69,32.74,0.0,0.717948717948718,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"Okay  I mean what we said in the quarter is that we thought the largest rate increases
were behind us, but this has been a really volatile time","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.1154}",76.9,12.63,0.0,0.9285714285714286,earnings call,1Q,2023
PGR,PGR_1Q23.pdf,"I mean what we said in the quarter is that we thought the largest rate increases
were behind us, but this has been a really volatile time  And so we're just reacting to what we're seeing
right now","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",66.75,17.31,0.0,0.8947368421052632,earnings call,1Q,2023
PGR,PGR_1Q24.pdf,"And as a result, we are experiencing year-over-year decline in policies in force in
our for-hire transportation and specialty business market targets 
While our other 3 BMTs are growing year-over-year from both a unit and premium perspective, in
property, we continue to execute on our strategy to reduce our exposure to catastrophe prone states,
growing states that have less volatile weather profiles and improve the underwriting and segmentation
of our products","{'neg': 0.057, 'neu': 0.862, 'pos': 0.081, 'compound': -0.0258}",-0.6,35.72,0.0,0.7605633802816901,earnings call,1Q,2024
PGR,PGR_1Q24.pdf,"While our other 3 BMTs are growing year-over-year from both a unit and premium perspective, in
property, we continue to execute on our strategy to reduce our exposure to catastrophe prone states,
growing states that have less volatile weather profiles and improve the underwriting and segmentation
of our products  Policies in force in volatile states decreased about 5% year-over-year in the first quarter
2024 and grew about 20% in the nonvolatile state","{'neg': 0.056, 'neu': 0.864, 'pos': 0.08, 'compound': -0.0258}",6.86,34.36,0.0,0.7361111111111112,earnings call,1Q,2024
PGR,PGR_1Q24.pdf,"I think at this juncture in its last year so, so many customers are getting their renewal
bills and the rate increases that are playing through will cause you to shop  So we're always at risk losing
customers when that happens","{'neg': 0.106, 'neu': 0.854, 'pos': 0.04, 'compound': -0.4404}",55.24,18.35,0.0,0.9024390243902439,earnings call,1Q,2024
PGR,PGR_2Q14.pdf,"Renwick
Non-Executive Chairman
Yes, they have  In fact, I think the easiest statement there is the rate increases that we took really did
stick","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6705}",55.58,14.6,0.0,0.9583333333333334,earnings call,2Q,2014
PGR,PGR_2Q14.pdf,"In fact, I think the easiest statement there is the rate increases that we took really did
stick  So -- and what I mean by that is you can take rate, but if it doesn't ultimately flow through to your
average earned premium, then it hasn't really stuck, and you've driven away customers and so and so
forth","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.5164}",30.54,26.31,0.0,0.8275862068965517,earnings call,2Q,2014
PGR,PGR_2Q17.pdf,"Trevor, you want to come up and talk a little bit more about the reinsurance plan?
Trevor Hillier
Vice President of Finance
Yes  So catastrophe program that we have outside of the aggregate stop-loss is very similar to previous
years","{'neg': 0.12, 'neu': 0.794, 'pos': 0.086, 'compound': -0.5598}",59.64,14.0,0.0,0.925,earnings call,2Q,2017
PGR,PGR_2Q17.pdf,"So catastrophe program that we have outside of the aggregate stop-loss is very similar to previous
years  We've always liked to buy a program that can protect us for at least 2 one-in-a-hundred-year
events in a given year, and this year is no different","{'neg': 0.132, 'neu': 0.765, 'pos': 0.103, 'compound': -0.3597}",43.74,21.24,0.0,0.8863636363636364,earnings call,2Q,2017
PGR,PGR_2Q12.pdf,"Retention gets some pressure on it  I think the key thing to remember,
however, when we discuss rates -- and hopefully, I've discussed that in a fairly open and forthright way,
is rate increases -- it always depends from when you're coming","{'neg': 0.049, 'neu': 0.891, 'pos': 0.06, 'compound': 0.128}",39.34,19.0,0.0,0.9047619047619048,earnings call,2Q,2012
PGR,PGR_2Q12.pdf,"I think the key thing to remember,
however, when we discuss rates -- and hopefully, I've discussed that in a fairly open and forthright way,
is rate increases -- it always depends from when you're coming  So we have a very competitive position
in the marketplace","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5709}",35.28,22.15,0.0,0.8478260869565217,earnings call,2Q,2012
PGR,PGR_2Q12.pdf,"And
when you don't have your rate correct, you own up to it right away and get it correctly -- get it correct 
So yes, I mean in general, you can take in sort of time series, and you'll see that when the market is
a little disrupted and rate increases, our disruption to the marketplace","{'neg': 0.042, 'neu': 0.9, 'pos': 0.058, 'compound': 0.2479}",41.03,25.64,0.0,0.7857142857142857,earnings call,2Q,2012
PGR,PGR_2Q12.pdf,"So yes, I mean in general, you can take in sort of time series, and you'll see that when the market is
a little disrupted and rate increases, our disruption to the marketplace  And go back almost close to 5
years, we really haven't seen a rate-rising environment in auto insurance for a while","{'neg': 0.043, 'neu': 0.904, 'pos': 0.052, 'compound': 0.1263}",25.13,26.04,0.0,0.8703703703703703,earnings call,2Q,2012
PGR,PGR_2Q19.pdf,"0  Moreover, you talked about the results in your property business being affected by
catastrophes","{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.1531}",47.79,14.0,0.0,1.0,earnings call,2Q,2019
PGR,PGR_2Q21.pdf,"And just thinking about -- I think you said you were looking at 5% rate increases location-specific in the second
quarter  Is that sort of the amount you think you need to take across the entire book? If I look at it, I think loss costs versus
'19 were up a couple of percent in the second quarter versus 2Q '19, and it looks like you took maybe 3 or 4 points of rate","{'neg': 0.03, 'neu': 0.938, 'pos': 0.033, 'compound': 0.0516}",68.27,16.24,0.0,0.7297297297297297,earnings call,2Q,2021
PGR,PGR_2Q21.pdf,"And then just speaking of rate increases, I mean, I saw also you took a 6 1% rate increase in Florida","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.3182}",75.54,12.21,0.0,0.9047619047619048,earnings call,2Q,2021
PGR,PGR_2Q22.pdf,"homeowners market continues to grow faster than auto, at more
than 5% annually over the past 5 years and more than 8% growth in 2021 
Recent inflationary forces, loss cost increases and resulting rate increases are further accelerating growth in both the U","{'neg': 0.048, 'neu': 0.837, 'pos': 0.114, 'compound': 0.4877}",27.83,23.71,0.0,0.813953488372093,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"Recent inflationary forces, loss cost increases and resulting rate increases are further accelerating growth in both the U S","{'neg': 0.105, 'neu': 0.776, 'pos': 0.119, 'compound': 0.0772}",35.27,16.02,0.0,0.9473684210526315,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"We've
developed long-term trading relationships with our reinsurance providers, and we strive to keep them well informed about
our business results and plans 
We currently retain the first $200 million in loss from a single catastrophe event with reinsurance coverage available
above that amount up to a limit of $2","{'neg': 0.12, 'neu': 0.842, 'pos': 0.038, 'compound': -0.6808}",29.19,24.8,0.0,0.88,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"We currently retain the first $200 million in loss from a single catastrophe event with reinsurance coverage available
above that amount up to a limit of $2 6 billion for a single Florida hurricane","{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.7717}",36.97,20.66,0.0,0.9117647058823529,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"6 billion for a single Florida hurricane  We also have $175 million in coverage
available for aggregate losses from 2022 catastrophe events in excess of $575 million","{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.7964}",35.61,18.21,0.0,0.8888888888888888,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"We also have $175 million in coverage
available for aggregate losses from 2022 catastrophe events in excess of $575 million  While the total coverage limit and
per event retention will continue to evolve to fit the growth of our business, we expect to remain a consistent purchaser of
reinsurance coverage","{'neg': 0.122, 'neu': 0.79, 'pos': 0.088, 'compound': -0.4588}",20.73,26.4,0.0,0.82,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"Through rate increases, coverage limitations and underwriting eligibility restrictions, we
have improved results relative to our competitors 
Best-in-class product design will support growth in the less volatile states, while a reduction in our Florida exposure and
growth limits in our other states exposed to volatile catastrophe risk will reduce the volatility of our overall property, results,
and we will continue to use reinsurance to protect Progressive's capital from extreme events","{'neg': 0.094, 'neu': 0.743, 'pos': 0.163, 'compound': 0.7003}",-16.5,37.71,0.0,0.7714285714285715,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"Best-in-class product design will support growth in the less volatile states, while a reduction in our Florida exposure and
growth limits in our other states exposed to volatile catastrophe risk will reduce the volatility of our overall property, results,
and we will continue to use reinsurance to protect Progressive's capital from extreme events 
Thanks again for joining us this morning","{'neg': 0.106, 'neu': 0.708, 'pos': 0.186, 'compound': 0.7076}",10.58,30.0,0.0,0.8,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"The numerator is increasing about 7% to 8% based on frequency and severity changes that we've posted  And so right
now, with the exception of a couple of states where we need a fair amount of rate, we believe we'll be able to take modest
rate increases","{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.3182}",40.69,23.91,0.0,0.8936170212765957,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"And so right
now, with the exception of a couple of states where we need a fair amount of rate, we believe we'll be able to take modest
rate increases  We've talked in the past, with the exception of this year, about taking small bites of the apple","{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.3182}",56.6,20.87,0.0,0.7708333333333334,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"com/marketintelligence 12Wells Fargo Securities, LLC, Research Division
And maybe a follow-up to that  You just mentioned modest rate increases from here","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.296}",33.24,16.02,0.0,1.0,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"You just mentioned modest rate increases from here  When you make that comment, like
what are you assuming going forward for severity? How things will trend relative to what we've seen through the first half
of the year? And I know frequency, right, was negative in the second quarter, and there was a benefit you guys called out
from gas prices","{'neg': 0.055, 'neu': 0.858, 'pos': 0.087, 'compound': 0.2869}",76.25,12.71,11.9,0.8852459016393442,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"When we -- we periodically look at goodwill  When we looked at it, we took into account the
severe catastrophes where we're concentrated as well as just some recent legislation in Florida","{'neg': 0.075, 'neu': 0.865, 'pos': 0.061, 'compound': -0.128}",40.01,18.85,0.0,0.8125,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"When we looked at it, we took into account the
severe catastrophes where we're concentrated as well as just some recent legislation in Florida 
As you know, we wanted to not renew about 60,000 policies","{'neg': 0.069, 'neu': 0.875, 'pos': 0.056, 'compound': -0.128}",44.41,18.57,0.0,0.9142857142857143,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"And once we're able to do that, we are open for business and we'll write as much as we
can  Right now, there's about 30 auto programs representing close to half the California market that have rate increasesTHE PROGRESSIVE CORPORATION FQ2 2022 EARNINGS CALL  AUG 03, 2022
Copyright © 2022 S&P Global Market Intelligence, a division of S&P Global Inc","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.4767}",20.05,28.35,0.0,0.8833333333333333,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"Right now, there's about 30 auto programs representing close to half the California market that have rate increasesTHE PROGRESSIVE CORPORATION FQ2 2022 EARNINGS CALL  AUG 03, 2022
Copyright © 2022 S&P Global Market Intelligence, a division of S&P Global Inc  All Rights reserved","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.4767}",20.39,23.47,0.0,0.9069767441860465,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"So if we can get the rate that we need to be adequately rated, we want to write all the business we can  The moratorium
on rate increases in California is unfortunate because we don't think it serves the consumers of California, and you only
have a couple of things to do","{'neg': 0.055, 'neu': 0.921, 'pos': 0.024, 'compound': -0.4019}",35.62,24.65,0.0,0.7884615384615384,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"The moratorium
on rate increases in California is unfortunate because we don't think it serves the consumers of California, and you only
have a couple of things to do  And there's a couple of levers that we talked about, and we'll use those tactics to slow
growth, but we want to be a part of the future California market, and we'll do what we can to get there","{'neg': 0.028, 'neu': 0.925, 'pos': 0.046, 'compound': 0.0644}",19.38,29.55,0.0,0.7352941176470589,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"We have 9 points year-to-date with the 5 points earning in  So I feel
-- that's why I said we may have modest rate increases","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",80.96,11.27,0.0,0.88,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"So I feel
-- that's why I said we may have modest rate increases  And again, there are a couple of states where we need a lot
more rate, and that's on average","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",72.84,15.3,0.0,0.8787878787878788,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"So we've seen a few competitors report second
quarter, combined with over 100  We have 1 competitor who is reporting their rate increases monthly","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",55.58,16.27,0.0,1.0,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"We have 1 competitor who is reporting their rate increases monthly  We see another
place where in large markets, we see very mature competitors taking multiple double-digit increases in very short periods","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4754}",30.54,20.3,0.0,0.84375,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"And if competitors continue to take aggressive action, we're going to be able
to get back to PIF growth much faster than if they don't, both obviously on the new side  But the retention is not only a
function of our rate increases, it's relative to what our consumers can find out in the marketplace when they go shop and if
competitors have all raised rates as well, then our retention will improve","{'neg': 0.017, 'neu': 0.878, 'pos': 0.106, 'compound': 0.7906}",14.3,33.58,0.0,0.821917808219178,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"But the retention is not only a
function of our rate increases, it's relative to what our consumers can find out in the marketplace when they go shop and if
competitors have all raised rates as well, then our retention will improve 
So it's really difficult to project","{'neg': 0.073, 'neu': 0.81, 'pos': 0.117, 'compound': 0.3432}",39.68,24.2,0.0,0.875,earnings call,2Q,2022
PGR,PGR_2Q22.pdf,"It just means that the majority of the rate increases that we were able to get, again, the caveat with a couple of
states, are on The Street  And then that's why I wanted to try to walk through a little bit about how we think about them
earning in","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",54.57,21.6,0.0,0.82,earnings call,2Q,2022
PGR,PGR_2Q24.pdf,"spglobal com/marketintelligence 4term channel trends as certain large competitors in these channels either shrink significantly or grow
rapidly amid large underwriting losses","{'neg': 0.109, 'neu': 0.806, 'pos': 0.085, 'compound': -0.1531}",15.31,17.89,0.0,0.9545454545454546,earnings call,2Q,2024
PGR,PGR_2Q24.pdf,"com/marketintelligence 4term channel trends as certain large competitors in these channels either shrink significantly or grow
rapidly amid large underwriting losses  These dynamics have presented an opportunity for us as prospects
have been released to the market and rate increases from less well segmented carriers have driven
competitors to be adversely selected","{'neg': 0.074, 'neu': 0.744, 'pos': 0.182, 'compound': 0.6712}",1.78,30.03,0.0,0.8846153846153846,earnings call,2Q,2024
PGR,PGR_2Q24.pdf,"These dynamics have presented an opportunity for us as prospects
have been released to the market and rate increases from less well segmented carriers have driven
competitors to be adversely selected  On the right side of the screen, you'll note just how critical our dual-
channel strategy has been to achieving our continued market share growth","{'neg': 0.062, 'neu': 0.729, 'pos': 0.208, 'compound': 0.8228}",14.64,30.97,0.0,0.8392857142857143,earnings call,2Q,2024
PGR,PGR_2Q24.pdf,"If you look at some of your competitors
provide renewal pricing data, in that their rate increases are much higher than yours, of course  Some
of your pricing is related to that you're growing faster in non-coastal non-cat states, which is causing
your numbers to be lower due to diversification geography","{'neg': 0.042, 'neu': 0.926, 'pos': 0.032, 'compound': -0.128}",28.17,24.32,0.0,0.803921568627451,earnings call,2Q,2024
PGR,PGR_2Q23.pdf,spglobal com/marketintelligence 4Catastrophe losses were a significant part of our profitability pressures,"{'neg': 0.296, 'neu': 0.473, 'pos': 0.231, 'compound': -0.2732}",-8.39,21.47,0.0,1.0,earnings call,2Q,2023
PGR,PGR_2Q23.pdf,"com/marketintelligence 4Catastrophe losses were a significant part of our profitability pressures  To date, 2023 has been a
significant catastrophic year with some estimates suggesting that U","{'neg': 0.242, 'neu': 0.59, 'pos': 0.168, 'compound': -0.5423}",11.25,21.17,0.0,0.9230769230769231,earnings call,2Q,2023
PGR,PGR_2Q23.pdf,"5 points to our combined ratio year-to-date,
which is 1 7 points higher than the impact catastrophe events had on our combined ratio for the first half
of 2022","{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.6597}",67.42,12.98,0.0,0.8275862068965517,earnings call,2Q,2023
PGR,PGR_2Q23.pdf,"7 points higher than the impact catastrophe events had on our combined ratio for the first half
of 2022 
Our property business has been most affected by catastrophes, adding almost 46 points to the property
loss ratio so far this year, which is about 16 points more when compared to this time in 2022","{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.8221}",42.05,24.56,0.0,0.8333333333333334,earnings call,2Q,2023
